"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_id"
"ENSG00000105255",-0.536281532282278,-0.711421085570014,-2.17065594490882,0.0408068558144789,0.0769349084103882,-5.00251736544656,"ENSG00000105255"
"ENSG00000143761",0.251650833934855,7.02618022354385,2.17061239500324,0.0408105371793361,0.0769349084103882,-5.00259845371234,"ENSG00000143761"
"ENSG00000204946",0.312032419416382,1.04956045668609,2.17034303971907,0.0408333130223746,0.076967422677701,-5.00309995947512,"ENSG00000204946"
"ENSG00000279808",-1.11195006974442,-1.29097430760199,-2.1700554279332,0.0408576452707681,0.0770028614403187,-5.00363541184823,"ENSG00000279808"
"ENSG00000205544",-1.14921348031516,1.24356954553854,-2.16857912263731,0.0409827487454023,0.0772129304603411,-5.00638315067009,"ENSG00000205544"
"ENSG00000104976",0.350586461325222,3.63196963912344,2.16854706758985,0.0409854689584341,0.0772129304603411,-5.00644279887634,"ENSG00000104976"
"ENSG00000112096",0.513094231113317,3.48301819880351,2.1685438027888,0.0409857460208246,0.0772129304603411,-5.00644887400364,"ENSG00000112096"
"ENSG00000215908",0.457729772477598,1.7867706460645,2.16838868444643,0.0409989118559884,0.0772272832984807,-5.00673751066251,"ENSG00000215908"
"ENSG00000258472",0.459543080769757,0.240565874683813,2.16805184978834,0.0410275142288577,0.0772614134009132,-5.00736422989495,"ENSG00000258472"
"ENSG00000164828",0.420912296920519,2.48610176017815,2.16804459763443,0.041028130245148,0.0772614134009132,-5.00737772265573,"ENSG00000164828"
"ENSG00000099875",-0.278438264033587,5.1806450585291,-2.16750736513392,0.0410737873993435,0.0773369310486421,-5.00837717148574,"ENSG00000099875"
"ENSG00000163964",0.322149170540443,2.27293234220835,2.16740966178763,0.041082095736163,0.0773421145150591,-5.0085589180846,"ENSG00000163964"
"ENSG00000188647",-0.437341047964821,1.03966490212909,-2.16722174355553,0.0410980798909588,0.077361745300423,-5.00890846633283,"ENSG00000188647"
"ENSG00000187630",-0.768885178702923,3.6915236741172,-2.16677009744027,0.0411365195036031,0.0774236345179347,-5.00974849622186,"ENSG00000187630"
"ENSG00000113249",-1.13848063570293,-1.01572191792424,-2.16660986525132,0.0411501646801438,0.0774388473475213,-5.01004648936497,"ENSG00000113249"
"ENSG00000222020",-0.712170711106167,0.939868416170448,-2.16654360600893,0.0411558084318984,0.0774390005391121,-5.0101697113438,"ENSG00000222020"
"ENSG00000152382",0.38461593712923,1.32999270732909,2.16619034048811,0.0411859102813147,0.0774850727913923,-5.01082663599779,"ENSG00000152382"
"ENSG00000116729",-0.40059079477485,3.47191725415776,-2.16609847669909,0.0411937412800243,0.0774850727913923,-5.01099745240479,"ENSG00000116729"
"ENSG00000141367",-0.324009792062439,3.93782908823399,-2.16606035947318,0.0411969910071747,0.0774850727913923,-5.0110683282125,"ENSG00000141367"
"ENSG00000141736",-0.334971531686053,4.35656604967359,-2.16478731314666,0.0413056592422407,0.0776728732106648,-5.01343498477082,"ENSG00000141736"
"ENSG00000106819",0.703038361153306,1.33380977931841,2.16475994366017,0.0413079983660223,0.0776728732106648,-5.01348585604788,"ENSG00000106819"
"ENSG00000182446",0.203656029060785,3.05214293737131,2.1646614878955,0.0413164138444441,0.0776782057450845,-5.01366885091547,"ENSG00000182446"
"ENSG00000047315",0.718461875146694,2.35267274588541,2.16442261466817,0.0413368379076673,0.077706110903395,-5.01411281022475,"ENSG00000047315"
"ENSG00000102854",1.23870178043783,3.11902207837541,2.16374015322239,0.0413952398074308,0.0777986148461616,-5.01538102706422,"ENSG00000102854"
"ENSG00000111679",-0.316192415802649,3.95800542340499,-2.16371699355716,0.0413972230125244,0.0777986148461616,-5.01542406004982,"ENSG00000111679"
"ENSG00000155621",0.238384949228679,1.18446739724109,2.16203001912335,0.0415419129374966,0.0780599962094517,-5.01855781965369,"ENSG00000155621"
"ENSG00000146409",-0.34809485270739,2.45347777550933,-2.16087774744601,0.0416410045487929,0.0782356363465984,-5.02069738675957,"ENSG00000146409"
"ENSG00000206159",-0.844288260310692,-1.29885871543345,-2.16030871495764,0.0416900182336218,0.0783171547494916,-5.02175370583116,"ENSG00000206159"
"ENSG00000177853",-0.416427446061563,0.499036258400584,-2.15998782451057,0.0417176811549758,0.078358547900644,-5.02234930818839,"ENSG00000177853"
"ENSG00000141526",0.495300201105899,3.5898588680973,2.15912567144673,0.0417920867268733,0.0784877150157196,-5.0239492576719,"ENSG00000141526"
"ENSG00000204632",-1.39305696676787,0.387400177904135,-2.15815098922278,0.0418763481746095,0.0786312023491698,-5.02575753145118,"ENSG00000204632"
"ENSG00000148187",0.352631457513494,1.33187617053345,2.15811127297891,0.0418797849029661,0.0786312023491698,-5.02583120347196,"ENSG00000148187"
"ENSG00000134049",-0.359501313797688,2.31726420211032,-2.15791641637275,0.0418966499383084,0.0786522600379085,-5.02619264172377,"ENSG00000134049"
"ENSG00000137875",-0.581911982537349,-0.167055718964589,-2.15775024723581,0.0419110368910544,0.0786686605901658,-5.02650085091427,"ENSG00000137875"
"ENSG00000109519",0.401603491087075,3.09469396122754,2.15716649169981,0.0419616139320749,0.0787529777786933,-5.02758347296626,"ENSG00000109519"
"ENSG00000075391",0.499756381679233,-0.272159156787754,2.15693714496087,0.0419814997959165,0.0787665549888491,-5.02800876268848,"ENSG00000075391"
"ENSG00000139329",0.537012560278918,5.67385723820803,2.15692143911463,0.0419828619070042,0.0787665549888491,-5.02803788578304,"ENSG00000139329"
"ENSG00000266235",0.799292872993128,-0.11279443818765,2.156887317008,0.0419858213311485,0.0787665549888491,-5.02810115737075,"ENSG00000266235"
"ENSG00000105402",0.406471107828153,1.67548268466007,2.15598148934251,0.042064453062542,0.0789034378249407,-5.02978056666136,"ENSG00000105402"
"ENSG00000136021",-0.404923273625964,2.16641234685122,-2.15572174556604,0.042087025036762,0.0789351424709418,-5.03026204782456,"ENSG00000136021"
"ENSG00000100483",0.244056721223231,0.99101284948692,2.1553777022422,0.0421169395606908,0.0789806078345821,-5.03089973469368,"ENSG00000100483"
"ENSG00000159842",-0.307717346135865,3.51666827216445,-2.15401995830356,0.0422351827431614,0.0791916786734402,-5.03341567274149,"ENSG00000159842"
"ENSG00000168679",0.569708228799182,-0.459876576929873,2.15341392185719,0.0422880579363954,0.0792801430905597,-5.03453834028493,"ENSG00000168679"
"ENSG00000122705",0.451665932108497,6.41770533690657,2.15255659739669,0.0423629594797838,0.079409872341127,-5.03612615913567,"ENSG00000122705"
"ENSG00000204789",-0.570387560074602,0.317378585685837,-2.15139774488558,0.0424643948919293,0.0795892980190415,-5.03827176818994,"ENSG00000204789"
"ENSG00000196072",0.239318563772716,2.81867831757042,2.15099904095564,0.0424993444735415,0.079643066686218,-5.03900979116398,"ENSG00000196072"
"ENSG00000258634",0.279345278122616,-0.118272662868312,2.15089929133891,0.0425080923835256,0.079643066686218,-5.03919441917995,"ENSG00000258634"
"ENSG00000262251",0.534861491755945,-0.304636396970245,2.15087475050365,0.0425102448315821,0.079643066686218,-5.03923984130807,"ENSG00000262251"
"ENSG00000113838",0.602602713661626,0.507781647378574,2.15070977870102,0.0425247168700736,0.079659460207907,-5.03954517540789,"ENSG00000113838"
"ENSG00000167969",-0.71202052014512,5.31718495000654,-2.15043874041973,0.0425485031738596,0.0796932949262038,-5.04004678675199,"ENSG00000167969"
"ENSG00000140521",0.667646313298491,2.36531991891126,2.15026378799624,0.0425638633659298,0.0797113405677259,-5.04037054969349,"ENSG00000140521"
"ENSG00000117505",0.308399193530439,2.02448047480132,2.14948818746014,0.0426320185943952,0.0798282397943739,-5.04180565011781,"ENSG00000117505"
"ENSG00000117054",-0.463659830322417,2.69724170152296,-2.14905953701792,0.0426697281313853,0.0798835853804524,-5.04259863999397,"ENSG00000117054"
"ENSG00000197256",-0.52009034156539,2.62206250706836,-2.14902177492502,0.0426730516071272,0.0798835853804524,-5.04266849370689,"ENSG00000197256"
"ENSG00000160285",0.385206796527354,3.19794086941988,2.14869690094395,0.0427016537107282,0.0799263811455711,-5.04326942430447,"ENSG00000160285"
"ENSG00000117461",0.324123016036803,0.477974177558812,2.14841077688679,0.0427268585756304,0.0799628075130967,-5.04379862844034,"ENSG00000117461"
"ENSG00000135966",0.268666616492502,1.93282911909129,2.14789489326085,0.0427723370488406,0.0800371608056395,-5.04475267018633,"ENSG00000135966"
"ENSG00000152229",0.489343652654718,0.612839431139766,2.14739359090258,0.0428165719343889,0.08010916737946,-5.04567960214817,"ENSG00000152229"
"ENSG00000136111",0.439998816641894,1.78883212443851,2.14715851040837,0.0428373296360365,0.0801358840268501,-5.04611422824793,"ENSG00000136111"
"ENSG00000116353",0.420743412495268,2.33802298616484,2.1471015173672,0.0428423635118406,0.0801358840268501,-5.0462195945258,"ENSG00000116353"
"ENSG00000269427",-0.774527264514947,0.344550980691447,-2.14638343423473,0.0429058335150502,0.0802438224337088,-5.04754699825918,"ENSG00000269427"
"ENSG00000177666",-0.55786376188636,4.81719451029506,-2.14631443176998,0.0429119369776631,0.0802444575692446,-5.04767453655314,"ENSG00000177666"
"ENSG00000134324",0.40591280636146,0.573698114048044,2.14623944038377,0.0429185710655956,0.0802460846595785,-5.04781314120578,"ENSG00000134324"
"ENSG00000076554",-0.311173596283282,3.68086454987064,-2.14610993381087,0.0429300300003195,0.0802567312561364,-5.04805249738455,"ENSG00000076554"
"ENSG00000170088",-0.32263532209893,1.21378193409482,-2.1458504940101,0.0429529939252503,0.0802888804279451,-5.04853196974075,"ENSG00000170088"
"ENSG00000121440",-0.697896892281155,1.20280419893293,-2.14575273723415,0.0429616495940794,0.0802942791849608,-5.04871262478292,"ENSG00000121440"
"ENSG00000116871",0.345641580647596,4.10202480542295,2.14512072753136,0.0430176475543963,0.0803881462083631,-5.04988045153823,"ENSG00000116871"
"ENSG00000112972",0.923972700714892,2.72640364452497,2.1447358614255,0.0430517800997328,0.0804411330758933,-5.05059149586768,"ENSG00000112972"
"ENSG00000122644",-0.431373663055751,3.56776945748869,-2.14437855378359,0.0430834904415707,0.0804850251709635,-5.05125155054426,"ENSG00000122644"
"ENSG00000272888",-0.376185811016041,2.10415758323617,-2.14434090124063,0.0430868332566579,0.0804850251709635,-5.05132110190369,"ENSG00000272888"
"ENSG00000112294",-0.423996569509302,1.57729496008328,-2.14390303718743,0.0431257242715478,0.080546865214447,-5.05212986054736,"ENSG00000112294"
"ENSG00000223254",-1.00058518425338,-1.49592349528896,-2.14329156062145,0.0431800885097658,0.0806375844712219,-5.05325910913187,"ENSG00000223254"
"ENSG00000168056",-0.515979230180694,3.67050620413006,-2.14243782893539,0.0432560942032959,0.0807666254397211,-5.05483538952592,"ENSG00000168056"
"ENSG00000119333",0.805243096382131,5.76041543009698,2.14238098606933,0.04326115906987,0.0807666254397211,-5.05494032620543,"ENSG00000119333"
"ENSG00000141905",-0.434505902207344,2.63070222461363,-2.14232002015086,0.0432665919070134,0.0807666254397211,-5.05505287234765,"ENSG00000141905"
"ENSG00000120318",0.453506213382125,1.14796877398054,2.14181370870313,0.0433117344637717,0.0808400545923891,-5.05598746721842,"ENSG00000120318"
"ENSG00000173875",-0.232213254967452,1.19671657889111,-2.14154196575228,0.0433359804860892,0.0808744665318141,-5.05648901465136,"ENSG00000173875"
"ENSG00000142961",-0.362299116122902,1.78171501579655,-2.14065984289736,0.0434147714929888,0.0810104529977182,-5.05811683234035,"ENSG00000142961"
"ENSG00000067048",-0.433273769568991,-0.850450373570674,-2.14059592566046,0.0434204855817392,0.0810104529977182,-5.0582347642949,"ENSG00000067048"
"ENSG00000107372",0.363758239675975,3.61102307911071,2.14045209985647,0.0434333458360571,0.0810235884670491,-5.05850012489176,"ENSG00000107372"
"ENSG00000225507",0.769642899089816,-0.27925673074218,2.13999651835659,0.0434741045513905,0.0810796344904107,-5.0593406015407,"ENSG00000225507"
"ENSG00000169851",-0.578139149277939,-0.179118004105492,-2.13998609529576,0.0434750374566094,0.0810796344904107,-5.05935982907963,"ENSG00000169851"
"ENSG00000275302",0.528846974630751,1.38396832573683,2.13969518520182,0.0435010823455756,0.0811173410681896,-5.05989644935018,"ENSG00000275302"
"ENSG00000132153",0.340013747972445,3.46580801220936,2.13936654805859,0.0435305218221866,0.0811613666544104,-5.060502604092,"ENSG00000132153"
"ENSG00000010017",0.350774705491107,2.76951950270568,2.13929378601736,0.0435370423099355,0.0811626543972846,-5.06063680173586,"ENSG00000010017"
"ENSG00000131127",-0.463281193550536,-0.228651628382805,-2.13745218062108,0.0437023691545673,0.0814599522519595,-5.06403233897097,"ENSG00000131127"
"ENSG00000180448",-0.360241836783241,4.09078929953054,-2.13699300657658,0.0437436787349508,0.0815156497821801,-5.06487866008512,"ENSG00000180448"
"ENSG00000213445",-0.507181944803145,4.04991790090937,-2.13695781908053,0.0437468458285977,0.0815156497821801,-5.06494351054819,"ENSG00000213445"
"ENSG00000132388",-0.273955586008068,2.4494090919848,-2.13692482408173,0.0437498157716168,0.0815156497821801,-5.06500431960473,"ENSG00000132388"
"ENSG00000173442",-0.63201120972621,4.37705768646207,-2.13673214459902,0.0437671628506148,0.0815370589062304,-5.06535941128306,"ENSG00000173442"
"ENSG00000173918",0.458513324681033,3.04778920449419,2.13623738832581,0.0438117345328597,0.0816091742261805,-5.06627110770091,"ENSG00000173918"
"ENSG00000089006",0.319186389358325,3.22164469127605,2.13487234525418,0.0439349209780513,0.0818276882751077,-5.06878577506305,"ENSG00000089006"
"ENSG00000137842",0.290474125531919,1.60065399750284,2.13395608049103,0.0440177830283934,0.0819710507385357,-5.07047311282032,"ENSG00000137842"
"ENSG00000044446",0.316943832461067,0.989342789744099,2.13374445140561,0.044036941631299,0.0819957605177135,-5.07086276814988,"ENSG00000044446"
"ENSG00000100100",-0.361108572124452,3.58404784419309,-2.1334397274471,0.0440645412335865,0.0820361785308895,-5.07142378662555,"ENSG00000100100"
"ENSG00000176108",-0.376191339227003,3.27943653666322,-2.13310659686845,0.0440947315261172,0.0820814082506491,-5.07203704315638,"ENSG00000176108"
"ENSG00000147121",0.295849112988416,0.426396122896911,2.13291956067116,0.0441116900371388,0.08210199848891,-5.07238132836928,"ENSG00000147121"
"ENSG00000111615",0.259074264542695,0.553973770619374,2.13257288124561,0.044143138889002,0.0821495494736915,-5.0730194226878,"ENSG00000111615"
"ENSG00000254153",-0.53993109800743,-0.449510758207458,-2.13240025743932,0.0441588059041956,0.0821677219724954,-5.0733371266004,"ENSG00000254153"
"ENSG00000115339",0.586685605026218,3.39317648625468,2.13178134546814,0.0442150183894034,0.0822613238029232,-5.07447605780753,"ENSG00000115339"
"ENSG00000153485",-0.55661444068435,2.26164790032342,-2.13125069969921,0.0442632654453992,0.0823400830479486,-5.07545238621882,"ENSG00000153485"
"ENSG00000198502",-0.705670230107156,2.44102840861352,-2.13077552845495,0.0443065089229244,0.0824039146248732,-5.07632651139573,"ENSG00000198502"
"ENSG00000119729",0.31868612711898,1.74908954446603,2.13074358758626,0.0443094171011206,0.0824039146248732,-5.07638526520598,"ENSG00000119729"
"ENSG00000277639",-0.802544200726709,0.989233263075357,-2.13062722435063,0.0443200132899797,0.0824126118636433,-5.07659930528789,"ENSG00000277639"
"ENSG00000095059",0.297780311301129,3.96114893547189,2.12987682177565,0.0443884007714287,0.082528754746238,-5.07797942009353,"ENSG00000095059"
"ENSG00000087884",-0.473934266955294,0.496506861604334,-2.12965986952345,0.0444081902872089,0.0825545233246791,-5.07837837135228,"ENSG00000087884"
"ENSG00000204642",-0.616695292473687,5.0238153453319,-2.12915944081525,0.0444538676979053,0.0826284040173881,-5.0792985020176,"ENSG00000204642"
"ENSG00000130201",0.420139605822255,1.74185607771038,2.12827594213992,0.0445346137255986,0.082767439899584,-5.08092262832547,"ENSG00000130201"
"ENSG00000174059",-0.431368012542162,1.20347410967275,-2.12781094128743,0.0445771648078861,0.0828354629545369,-5.08177725530216,"ENSG00000174059"
"ENSG00000064687",-0.502293411535854,2.16065675725439,-2.12756312877512,0.0445998564717182,0.0828665690376699,-5.08223266044208,"ENSG00000064687"
"ENSG00000159921",-0.620348367138188,3.81163449534832,-2.12616385152265,0.0447281805963023,0.0830869372730195,-5.08480345365947,"ENSG00000159921"
"ENSG00000255769",0.437718958130209,1.06414504153583,2.12613970896945,0.0447303975622239,0.0830869372730195,-5.08484779923617,"ENSG00000255769"
"ENSG00000203780",-0.374737658977168,0.257497103573675,-2.12525906176819,0.0448113334157947,0.0832261718002527,-5.08646516350422,"ENSG00000203780"
"ENSG00000104413",-0.337233008485074,4.39917016501296,-2.123975266288,0.0449295567916966,0.0834312397326911,-5.08882213955186,"ENSG00000104413"
"ENSG00000146433",-0.346856462481017,2.97145791993859,-2.12392996854096,0.0449337333368566,0.0834312397326911,-5.08890528641554,"ENSG00000146433"
"ENSG00000156650",-0.461693243027304,0.0755634737910982,-2.12374333744346,0.0449509447930305,0.0834520673967956,-5.0892478471323,"ENSG00000156650"
"ENSG00000085063",-0.353938874134265,5.1947150089812,-2.12362119958817,0.0449622117784554,0.0834618549839541,-5.08947201992695,"ENSG00000085063"
"ENSG00000184983",-0.500171875692403,6.21891219963834,-2.12319137291373,0.045001882689839,0.0835243581932994,-5.09026085925279,"ENSG00000184983"
"ENSG00000074603",-0.365078730044748,1.09843090729127,-2.12295399338582,0.0450238051668618,0.0835539076956878,-5.09069646459723,"ENSG00000074603"
"ENSG00000205609",0.446917076785245,0.883735788292913,2.12170911387436,0.0451389297453606,0.0837563881000813,-5.09298036243388,"ENSG00000205609"
"ENSG00000258788",0.570575786257144,-0.615746845774444,2.12159749466909,0.0451492650512216,0.0837644013916721,-5.09318509936175,"ENSG00000258788"
"ENSG00000169714",0.228333615007644,7.02737951109176,2.1213512225241,0.0451720759892424,0.0837955552194846,-5.09363679743734,"ENSG00000169714"
"ENSG00000119912",0.236142311830298,1.80569505976852,2.1206222877315,0.0452396543065438,0.0839097345131498,-5.09497356336673,"ENSG00000119912"
"ENSG00000149231",0.333707420506526,0.676072197799011,2.12039840017815,0.0452604287983739,0.0839370840190438,-5.09538408105634,"ENSG00000149231"
"ENSG00000162702",0.424836568882935,0.70944356517986,2.1203219132068,0.0452675279796725,0.0839390682649176,-5.09552432010857,"ENSG00000162702"
"ENSG00000168575",-0.309357303457211,2.76562778387219,-2.119185546699,0.0453731185585141,0.0841236591519022,-5.09760745520859,"ENSG00000168575"
"ENSG00000243667",0.26459758708219,0.439140338410632,2.11907253365402,0.0453836317764988,0.0841319469497225,-5.09781458500306,"ENSG00000243667"
"ENSG00000155034",0.395236941021428,0.369205015899741,2.11899237190314,0.0453910902791804,0.0841345704788642,-5.09796150064694,"ENSG00000155034"
"ENSG00000159403",-0.488213239029177,4.93804427767139,-2.11887826489508,0.0454017090579606,0.0841430502535847,-5.09817062275186,"ENSG00000159403"
"ENSG00000168090",0.465939909764724,5.15493745776762,2.1185154606255,0.045435486412297,0.084194441878344,-5.09883547867464,"ENSG00000168090"
"ENSG00000118197",0.290800276908122,1.15374781908805,2.11829733629642,0.045455804833463,0.0842123311454688,-5.09923516537726,"ENSG00000118197"
"ENSG00000113048",0.293208140419868,2.28857126559077,2.11828195327152,0.0454572380806061,0.0842123311454688,-5.0992633518953,"ENSG00000113048"
"ENSG00000134285",-0.342614655389478,2.48137666704675,-2.11760802063236,0.0455200687708642,0.0843175089712576,-5.10049807397584,"ENSG00000134285"
"ENSG00000112561",-0.519774417112732,2.80997671402595,-2.11735787169253,0.0455434100099823,0.0843495216388151,-5.10095630914298,"ENSG00000112561"
"ENSG00000205352",-0.649375811124819,5.20948757803757,-2.11669453318403,0.0456053578398281,0.0844530183354731,-5.10217127109788,"ENSG00000205352"
"ENSG00000117643",-0.584076330415757,0.169437446722627,-2.11654994156003,0.045618871012744,0.0844668070540526,-5.10243606958675,"ENSG00000117643"
"ENSG00000267940",-0.596583541537323,-0.227429429579674,-2.11620966396009,0.0456506867205005,0.084514476133352,-5.1030591909609,"ENSG00000267940"
"ENSG00000092871",0.518621806212949,0.365457679601186,2.11613544721181,0.0456576285828249,0.0845144881383704,-5.10319508891763,"ENSG00000092871"
"ENSG00000135940",-0.760464505180473,7.81903578750263,-2.11607979807362,0.0456628343468483,0.0845144881383704,-5.10329698572693,"ENSG00000135940"
"ENSG00000154518",-0.391585227571972,5.29222928143347,-2.11503791918221,0.04576039673483,0.0846838021191418,-5.10520439749898,"ENSG00000154518"
"ENSG00000177051",0.317794912196043,2.76116752805197,2.11455500625648,0.0458056806400555,0.0847554379987586,-5.10608827465065,"ENSG00000177051"
"ENSG00000096696",-0.504857657694273,4.03285630879005,-2.11449530028116,0.0458112822109365,0.0847554379987586,-5.1061975453688,"ENSG00000096696"
"ENSG00000136870",0.400039004082186,1.52552755405973,2.11428406667054,0.0458311049384982,0.0847808454628983,-5.10658411746797,"ENSG00000136870"
"ENSG00000230163",-0.277458101155081,0.80976313682073,-2.11401564504778,0.0458563054694875,0.0848111377596703,-5.1070753104961,"ENSG00000230163"
"ENSG00000198646",0.418638845983303,1.77491894666704,2.11397987974394,0.0458596642044819,0.0848111377596703,-5.10714075539773,"ENSG00000198646"
"ENSG00000102445",0.754900124723232,2.10176369164096,2.1136682396767,0.0458889398188752,0.0848540071933032,-5.10771097669682,"ENSG00000102445"
"ENSG00000127554",-0.685782834875986,4.17350092605609,-2.11178596091392,0.0460661194804805,0.0851703207712152,-5.11115387331841,"ENSG00000127554"
"ENSG00000268751",-0.769486231754416,-0.254082221629605,-2.11163435643322,0.046080416797923,0.0851792523380471,-5.1114310858217,"ENSG00000268751"
"ENSG00000092841",-0.820785266694056,7.29428115772489,-2.11160498754072,0.046083186942262,0.0851792523380471,-5.11148478602732,"ENSG00000092841"
"ENSG00000266151",-1.10318088182492,-0.684375022823512,-2.11018112009911,0.0462176692191719,0.0854164862431052,-5.11408769113576,"ENSG00000266151"
"ENSG00000103657",-0.427749775284556,0.736273246536708,-2.11002216840924,0.0462327038483174,0.0854329311091419,-5.11437819063167,"ENSG00000103657"
"ENSG00000181222",-0.315494387303748,3.56732312769268,-2.10981052960813,0.0462527287713345,0.0854585918984099,-5.1147649582451,"ENSG00000181222"
"ENSG00000135048",0.529355158717438,2.61157697156788,2.10918723000155,0.046311749670783,0.0855562870112315,-5.11590388123786,"ENSG00000135048"
"ENSG00000248121",0.797413565247375,0.737910072046915,2.10899238583063,0.046330213552653,0.0855790411410421,-5.11625986382917,"ENSG00000248121"
"ENSG00000178951",-0.266627582504053,4.40263115983868,-2.10876928870064,0.0463513628734619,0.0856067489950034,-5.11666743797383,"ENSG00000178951"
"ENSG00000204152",0.33208986172162,0.174996124039299,2.10811012662835,0.0464139012842199,0.0857108812413993,-5.11787148721965,"ENSG00000204152"
"ENSG00000207926",0.445324937373765,2.02929064424436,2.10802775988435,0.0464217212069741,0.0857139526052378,-5.11802192363848,"ENSG00000207926"
"ENSG00000122679",-0.497702391444077,2.9881059536939,-2.10750682198186,0.0464712066312271,0.0857939449303731,-5.11897328514872,"ENSG00000122679"
"ENSG00000061656",-0.467662434631401,2.20638937083205,-2.10694791809366,0.0465243512569107,0.0858806706707386,-5.11999380745589,"ENSG00000061656"
"ENSG00000049239",-0.323299639165484,3.01092656451791,-2.10629508364643,0.0465864966170998,0.0859837167738875,-5.12118561210179,"ENSG00000049239"
"ENSG00000134330",0.341762789497268,2.10903829685504,2.10623177754394,0.0465925268885367,0.0859837167738875,-5.12130116964596,"ENSG00000134330"
"ENSG00000143158",-0.375827937361571,4.45090555711181,-2.10552083837317,0.0466602961187683,0.086097368133266,-5.12259874284471,"ENSG00000143158"
"ENSG00000151247",0.256008990110285,1.27270870206673,2.10505691650694,0.0467045665187105,0.0861676351806902,-5.12344531377306,"ENSG00000151247"
"ENSG00000136718",0.424149052204695,4.40715071281041,2.10457569623012,0.0467505275071178,0.086230110111725,-5.12432331940405,"ENSG00000136718"
"ENSG00000161940",0.498720479728079,0.155920617067599,2.10457266890012,0.0467508167736892,0.086230110111725,-5.12432884246418,"ENSG00000161940"
"ENSG00000249936",0.341988715294726,1.93631586850684,2.10421149199655,0.0467853393854703,0.0862816715191684,-5.1249877354251,"ENSG00000249936"
"ENSG00000187953",0.21941712291713,0.568351772666011,2.10415055214478,0.0467911664968914,0.0862816715191684,-5.12509890019825,"ENSG00000187953"
"ENSG00000167004",0.334920874360044,6.28358011256598,2.10407789142747,0.0467981152176973,0.0862830565568509,-5.12523144303473,"ENSG00000167004"
"ENSG00000143851",-0.52725030626863,0.597432636602597,-2.10390962414636,0.0468142105849263,0.0862968696096108,-5.12553837324809,"ENSG00000143851"
"ENSG00000108784",-0.496451027917283,3.98084989474764,-2.10386997050553,0.0468180043213181,0.0862968696096108,-5.12561070162042,"ENSG00000108784"
"ENSG00000178996",-0.434216508397031,1.50388647671832,-2.10334807519353,0.0468679607396565,0.0863775151466108,-5.1265625554922,"ENSG00000178996"
"ENSG00000214753",-0.262825479372965,2.96920053273242,-2.10317512111427,0.0468845266610485,0.0863923189538952,-5.12687796134603,"ENSG00000214753"
"ENSG00000233608",-0.678204441083565,0.544042822656491,-2.10313464710496,0.0468884041097279,0.0863923189538952,-5.12695176883618,"ENSG00000233608"
"ENSG00000168887",-0.2382672801269,2.56805765671537,-2.10261365068636,0.0469383417827294,0.0864714256381149,-5.12790176136594,"ENSG00000168887"
"ENSG00000119383",0.433643258136904,4.90565705252656,2.10255714654315,0.0469437605927936,0.0864714256381149,-5.1280047823927,"ENSG00000119383"
"ENSG00000281079",-1.25542249013493,-1.52760967125449,-2.10193195948253,0.0470037542315863,0.0865683466516081,-5.12914452945069,"ENSG00000281079"
"ENSG00000106078",-0.288694290274112,1.13306527232635,-2.1018792708181,0.0470088134381667,0.0865683466516081,-5.12924057314572,"ENSG00000106078"
"ENSG00000277072",0.377834129030693,1.0132518082468,2.10116726295103,0.0470772289544492,0.0866828701896365,-5.1305383009687,"ENSG00000277072"
"ENSG00000272953",0.492202841990209,0.659028393980915,2.10079318890193,0.04711320884898,0.0867376479232345,-5.13121998217546,"ENSG00000272953"
"ENSG00000198729",-0.849996814157588,2.7955420532588,-2.1002312760005,0.0471673022132866,0.0868257545171726,-5.13224381254372,"ENSG00000198729"
"ENSG00000068796",0.47684670007501,1.41493207706023,2.09952932720266,0.0472349546692654,0.0869387941440393,-5.13352253703299,"ENSG00000068796"
"ENSG00000179950",0.513675209689277,4.90671781241323,2.09865516038223,0.0473193269449438,0.0870825736586262,-5.13511458715436,"ENSG00000179950"
"ENSG00000116701",0.546675703219064,2.32945215353194,2.09814799290273,0.0473683394005168,0.087161250480306,-5.13603804720604,"ENSG00000116701"
"ENSG00000188242",-0.819487467393652,3.18186266395598,-2.0974773623847,0.0474332188185842,0.0872596763185539,-5.13725891427361,"ENSG00000188242"
"ENSG00000264063",1.81077360341854,0.835208982832467,2.09743766684271,0.0474370616195471,0.0872596763185539,-5.13733117087687,"ENSG00000264063"
"ENSG00000130024",0.4221285169366,2.26589554552162,2.09740077952756,0.0474406328153379,0.0872596763185539,-5.13739831492785,"ENSG00000130024"
"ENSG00000119231",0.241485832293333,1.23876445667741,2.09650262937263,0.0475276605096801,0.0874082020628489,-5.13903292649974,"ENSG00000119231"
"ENSG00000170175",-0.394054837568821,0.509861011636399,-2.09638080005415,0.0475394763848916,0.0874183846559848,-5.13925461677508,"ENSG00000170175"
"ENSG00000244682",-0.554722073581187,-0.409191062796065,-2.09619645540134,0.0475573604549704,0.0874397216394741,-5.13959004848474,"ENSG00000244682"
"ENSG00000273841",0.308292712336105,3.09276441304418,2.09564808475892,0.0476105959546566,0.0875260421075834,-5.14058774139073,"ENSG00000273841"
"ENSG00000268001",-0.443088401040406,0.150573990755312,-2.09470786836343,0.0477019960613416,0.0876824913078952,-5.14229794210557,"ENSG00000268001"
