"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_id"
"ENSG00000072818",-1.44517181705989,1.37458988530497,-6.12244884466969,3.37431023889865e-06,2.66612639874841e-05,4.18471812352296,"ENSG00000072818"
"ENSG00000211593",-3.45362657233437,2.45774895902876,-6.12178090523626,3.37960150521414e-06,2.66879252158771e-05,4.18314108233306,"ENSG00000211593"
"ENSG00000105849",0.864370108077734,1.70547293862285,6.12061807169101,3.38883342391624e-06,2.67375623433984e-05,4.18039545911427,"ENSG00000105849"
"ENSG00000186340",2.66960725132466,2.19663872037629,6.12050552556351,3.3897283103073e-06,2.67375623433984e-05,4.18012971351252,"ENSG00000186340"
"ENSG00000130517",-0.974062670687956,3.27929289220118,-6.12003207437358,3.39349549790271e-06,2.67521202275207e-05,4.1790117791153,"ENSG00000130517"
"ENSG00000015413",4.350218503476,3.20693882307037,6.11537291747997,3.43079648150786e-06,2.7018002962241e-05,4.16800913013579,"ENSG00000015413"
"ENSG00000188157",1.39719624498525,3.95036001404985,6.11533472727607,3.43110395325686e-06,2.7018002962241e-05,4.16791893428876,"ENSG00000188157"
"ENSG00000117226",-0.85910254671054,3.37035330300878,-6.11507068269181,3.43323056241747e-06,2.70194663029825e-05,4.16729532195101,"ENSG00000117226"
"ENSG00000135127",1.00114392791049,1.14514699648352,6.11422100670178,3.44008296697075e-06,2.70496443905224e-05,4.1652885345947,"ENSG00000135127"
"ENSG00000171951",-2.15914534307769,1.10848934400113,-6.11411349318992,3.44095102827289e-06,2.70496443905224e-05,4.16503460100898,"ENSG00000171951"
"ENSG00000137070",-1.17726904875106,1.24400129742676,-6.11236873018121,3.45506949040837e-06,2.71453032987954e-05,4.16091352029417,"ENSG00000137070"
"ENSG00000179241",1.2237300362623,-0.269571058067448,6.11115011737061,3.4649654453412e-06,2.72076982120926e-05,4.15803500510727,"ENSG00000179241"
"ENSG00000092931",-0.821790276293979,1.4233889884435,-6.11054876907081,3.46985945143477e-06,2.72307684796364e-05,4.1566144891121,"ENSG00000092931"
"ENSG00000165060",0.837530274619746,1.4142919131218,6.10897022340764,3.48273985909848e-06,2.73107569748958e-05,4.15288544219172,"ENSG00000165060"
"ENSG00000175164",-1.09376847073584,3.03582901524815,-6.10881912611002,3.48397531873402e-06,2.73107569748958e-05,4.15252848693611,"ENSG00000175164"
"ENSG00000125821",1.08975387965521,2.88311512586135,6.10791922616503,3.49134269513763e-06,2.73531080482308e-05,4.15040249672055,"ENSG00000125821"
"ENSG00000166986",0.815690709720683,2.99736687903738,6.1026640668079,3.53468472081899e-06,2.76667406272732e-05,4.13798565457672,"ENSG00000166986"
"ENSG00000117322",-2.47403083063554,-0.822673937158769,-6.10258401227612,3.53534920097105e-06,2.76667406272732e-05,4.13779648050076,"ENSG00000117322"
"ENSG00000116273",0.671327716359663,1.75831461437555,6.09961699103831,3.56006661768413e-06,2.78445210401115e-05,4.13078475150392,"ENSG00000116273"
"ENSG00000232803",2.11999807261786,0.210408927747991,6.0989668491094,3.56550627904198e-06,2.78714068003105e-05,4.12924820123239,"ENSG00000232803"
"ENSG00000047634",1.15641882359426,0.997228398453873,6.09872785584416,3.5675080389422e-06,2.78714068003105e-05,4.12868335186571,"ENSG00000047634"
"ENSG00000092096",-1.29955637615088,1.38031182749167,-6.09770384852183,3.57609791151994e-06,2.79228463960632e-05,4.12626309225668,"ENSG00000092096"
"ENSG00000135632",0.971746978631471,2.63815678679663,6.09716814650509,3.58060004653841e-06,2.79423283900828e-05,4.12499690810518,"ENSG00000135632"
"ENSG00000106089",1.80314151876254,0.570648642757608,6.09599327226499,3.59049416088551e-06,2.80038429735843e-05,4.12221987478756,"ENSG00000106089"
"ENSG00000128710",-1.98375293298377,0.180964826841097,-6.09521109828036,3.59709664441876e-06,2.80396301699876e-05,4.12037098293936,"ENSG00000128710"
"ENSG00000151849",0.974312016919106,0.663722083748748,6.09303238580865,3.61555297299312e-06,2.81677271908284e-05,4.11522064258609,"ENSG00000151849"
"ENSG00000125775",-2.04817430218905,5.08103353016364,-6.09013970188757,3.64020691599095e-06,2.83439377429675e-05,4.10838176727025,"ENSG00000125775"
"ENSG00000092199",0.756321103178167,5.43686010814512,6.08534843318695,3.68142022075277e-06,2.8648816273516e-05,4.09705238082353,"ENSG00000092199"
"ENSG00000237476",-1.17441449228418,2.99949389138533,-6.08476025404004,3.68651229636751e-06,2.86724157486193e-05,4.09566141665796,"ENSG00000237476"
"ENSG00000152684",0.67489541699574,1.95585918424093,6.08325767132111,3.69955334177988e-06,2.87577786846787e-05,4.09210785137416,"ENSG00000152684"
"ENSG00000167600",1.25941171799516,4.68753410302238,6.08214041262802,3.70928063007153e-06,2.88173018592946e-05,4.08946541714241,"ENSG00000167600"
"ENSG00000118515",-1.83446926341346,2.45996574362419,-6.0816076592271,3.71392817247777e-06,2.88373162393951e-05,4.0882053545442,"ENSG00000118515"
"ENSG00000170677",-0.790698571558722,1.73872332833654,-6.08069322950903,3.72191917219463e-06,2.88832545793164e-05,4.08604248779704,"ENSG00000170677"
"ENSG00000137809",1.47080795777547,0.359942033915119,6.07452268582768,3.77630275879821e-06,2.92889621214421e-05,4.07144530368456,"ENSG00000137809"
"ENSG00000261655",-1.06251364780015,0.176383488067111,-6.07307130814146,3.78921170993278e-06,2.93657399278317e-05,4.06801132776944,"ENSG00000261655"
"ENSG00000275718",-1.75066173384357,0.758254299454247,-6.07293565636139,3.79042053227364e-06,2.93657399278317e-05,4.06769036319764,"ENSG00000275718"
"ENSG00000259120",-2.12280143628965,1.96703712998292,-6.07030906366214,3.8139043858311e-06,2.95312440820582e-05,4.0614752352708,"ENSG00000259120"
"ENSG00000146670",1.61431212704541,2.87425025385371,6.06846227090608,3.83050502805993e-06,2.96432968319346e-05,4.05710487583843,"ENSG00000146670"
"ENSG00000092853",1.34976470011997,-0.700181555935523,6.06811955844273,3.83359373713168e-06,2.96507177824151e-05,4.05629382278175,"ENSG00000092853"
"ENSG00000125378",1.47979595168172,3.28161080605345,6.06570906935704,3.85539026709982e-06,2.97920111894801e-05,4.05058889518807,"ENSG00000125378"
"ENSG00000205336",0.945552874089084,3.81152166552139,6.06562622074567,3.8561416580551e-06,2.97920111894801e-05,4.05039280612343,"ENSG00000205336"
"ENSG00000070882",1.15682784915591,0.826360840582749,6.06510738344871,3.86085062306778e-06,2.97967803899647e-05,4.04916478759603,"ENSG00000070882"
"ENSG00000117906",0.688929982821998,1.86865460179562,6.06508658707031,3.86103949314009e-06,2.97967803899647e-05,4.0491155647801,"ENSG00000117906"
"ENSG00000196449",0.910827191110204,2.52560079423063,6.06399640066516,3.87095363743041e-06,2.98567404655436e-05,4.04653514820055,"ENSG00000196449"
"ENSG00000113456",0.661824860660873,0.92427307457222,6.06067797838706,3.90129146885256e-06,3.00740752100583e-05,4.03867986896719,"ENSG00000113456"
"ENSG00000071073",-0.921038417841239,2.31515316224154,-6.06025374997179,3.9051873166454e-06,3.00874476050566e-05,4.03767556670539,"ENSG00000071073"
"ENSG00000126012",0.809113952158245,3.6453814483975,6.05590165448065,3.94538416781669e-06,3.0380330964792e-05,4.02737153127371,"ENSG00000126012"
"ENSG00000164694",2.56085832461099,0.149721921322498,6.05436982407977,3.95963268107201e-06,3.0473193027023e-05,4.02374430992525,"ENSG00000164694"
"ENSG00000177542",1.02479548624209,2.70412044985224,6.05383720978017,3.96459914917539e-06,3.04945576545966e-05,4.02248307705307,"ENSG00000177542"
"ENSG00000143799",0.810719543901347,3.61759526299383,6.05144405056529,3.98699317937335e-06,3.06378102962127e-05,4.01681571339188,"ENSG00000143799"
"ENSG00000169026",-1.2540253372356,2.18276409051334,-6.05137675240734,3.98762478499766e-06,3.06378102962127e-05,4.01665633281845,"ENSG00000169026"
"ENSG00000070950",0.858969778426321,0.846545690780762,6.05024015348642,3.99830740692036e-06,3.07029430331745e-05,4.01396448466408,"ENSG00000070950"
"ENSG00000107742",-1.04895621788563,1.88222781023688,-6.04965351564709,4.00383249306252e-06,3.07121154941145e-05,4.01257507828002,"ENSG00000107742"
"ENSG00000165124",-1.74255602724872,0.0820656983328875,-6.04964487593345,4.00391392198088e-06,3.07121154941145e-05,4.0125546155273,"ENSG00000165124"
"ENSG00000174944",-1.83171411564319,0.460243349723906,-6.0492235456899,4.00788699143311e-06,3.07256622768346e-05,4.01155670568032,"ENSG00000174944"
"ENSG00000083093",0.898360747642654,0.51574799033262,6.04785201009508,4.02084820312973e-06,3.08080620164954e-05,4.00830813525045,"ENSG00000083093"
"ENSG00000198695",-0.901210908898532,10.4029286418478,-6.04469810543785,4.05081550850252e-06,3.10206014903037e-05,4.000837191676,"ENSG00000198695"
"ENSG00000106245",0.821677045197145,2.90468118541706,6.0429903092573,4.06713737261572e-06,3.11284697644619e-05,3.99679136121126,"ENSG00000106245"
"ENSG00000165802",1.24987782379962,3.92617733265588,6.04023938741091,4.09356984949331e-06,3.13135601344208e-05,3.99027371347773,"ENSG00000165802"
"ENSG00000267453",-2.0307050213952,-0.730448800510348,-6.03977367682319,4.09806198312024e-06,3.13307078138385e-05,3.98917024916786,"ENSG00000267453"
"ENSG00000185986",-1.21680217848797,1.62928393748582,-6.03914315204285,4.10415188830466e-06,3.13600453287472e-05,3.98767623607656,"ENSG00000185986"
"ENSG00000254087",0.90594695031002,2.16127344778399,6.03684597859308,4.12641725375825e-06,3.15128804206376e-05,3.98223280290688,"ENSG00000254087"
"ENSG00000133574",-0.972076072860723,2.68351420410001,-6.03314495888439,4.16254887037043e-06,3.17713845248339e-05,3.97346167416425,"ENSG00000133574"
"ENSG00000167107",-1.75991427353818,3.19875821808325,-6.03210413521304,4.17276804319726e-06,3.18319324369272e-05,3.97099475644305,"ENSG00000167107"
"ENSG00000186603",1.40596495691184,3.28502308630857,6.02856776707709,4.20768090974753e-06,3.20806865418977e-05,3.96261219341315,"ENSG00000186603"
"ENSG00000270964",-1.04270100705773,-0.151635363348625,-6.02676958446326,4.22554761740105e-06,3.21992741814217e-05,3.95834932542345,"ENSG00000270964"
"ENSG00000140511",1.65879435126625,1.79483506574562,6.026323891098,4.22998797117735e-06,3.22079912495153e-05,3.95729269104276,"ENSG00000140511"
"ENSG00000225091",2.37244409677511,-1.15380373120476,6.02617076965244,4.23151458753691e-06,3.22079912495153e-05,3.956929671461,"ENSG00000225091"
"ENSG00000101146",0.957224003184507,2.15815639772122,6.02595848905258,4.23363194847098e-06,3.22079912495153e-05,3.95642639378002,"ENSG00000101146"
"ENSG00000057252",-0.753654066044364,1.62752065129086,-6.02547519918232,4.23845648178972e-06,3.22270841832204e-05,3.95528058696389,"ENSG00000057252"
"ENSG00000100567",0.794023287632843,4.16163350991651,6.02433617675052,4.24984918247256e-06,3.22960700427854e-05,3.95258004594255,"ENSG00000100567"
"ENSG00000167414",-2.56128819709552,0.690570862940365,-6.02398701771459,4.25334778231338e-06,3.2305023363539e-05,3.95175218889105,"ENSG00000167414"
"ENSG00000164683",-0.737560521265602,0.442927629531893,-6.02337360543123,4.2595013342728e-06,3.23170402875482e-05,3.95029775727619,"ENSG00000164683"
"ENSG00000261469",-1.68495829747259,0.492808874662005,-6.02336651244707,4.25957254185109e-06,3.23170402875482e-05,3.95028093923232,"ENSG00000261469"
"ENSG00000149657",1.00610299102566,3.31000741618389,6.02247020077136,4.2685805317268e-06,3.23677440973314e-05,3.94815567088656,"ENSG00000149657"
"ENSG00000178977",-0.837027328059185,0.302083125986754,-6.02150369136997,4.27831578471135e-06,3.24124703718742e-05,3.94586386534274,"ENSG00000178977"
"ENSG00000163898",-1.32052420818019,3.65625486178481,-6.02142244067042,4.27913522076604e-06,3.24124703718742e-05,3.94567119790158,"ENSG00000163898"
"ENSG00000024526",1.00122485336363,0.265530350869353,6.01947908243843,4.29878230206284e-06,3.25435819517775e-05,3.9410627730848,"ENSG00000024526"
"ENSG00000011260",0.767155942697874,3.27485329462359,6.01698045421883,4.32417833499413e-06,3.27180493368415e-05,3.93513704565951,"ENSG00000011260"
"ENSG00000090565",0.896311324073116,2.87110150927717,6.01502901911979,4.34411907693574e-06,3.28510732151544e-05,3.93050860647248,"ENSG00000090565"
"ENSG00000198483",-1.40300789614622,-0.257458546255712,-6.01025521489078,4.39329643732525e-06,3.31949388517315e-05,3.91918444507852,"ENSG00000198483"
"ENSG00000158402",1.26586732465728,0.996462792165261,6.01015262723667,4.39435945293356e-06,3.31949388517315e-05,3.91894106741248,"ENSG00000158402"
"ENSG00000173436",-0.694682351317415,-0.201752813988772,-6.00933829816895,4.4028068590155e-06,3.32407142577081e-05,3.91700912640999,"ENSG00000173436"
"ENSG00000185761",1.06044924624136,0.228325715772639,6.00896711411603,4.40666281250932e-06,3.32517938621977e-05,3.91612849542874,"ENSG00000185761"
"ENSG00000232956",1.41205628850019,2.32968192282793,6.00837074914403,4.41286521452642e-06,3.32805577013201e-05,3.91471359613147,"ENSG00000232956"
"ENSG00000111445",0.733423830287111,1.70090281448199,6.0074284020843,4.42268410249528e-06,3.33296275859743e-05,3.91247776911259,"ENSG00000111445"
"ENSG00000156261",0.776821115567384,5.18814715265799,6.00708276919808,4.42629104366974e-06,3.33296275859743e-05,3.91165769326172,"ENSG00000156261"
"ENSG00000163002",0.830148517344379,0.970779081895384,6.00692161328165,4.42797385305327e-06,3.33296275859743e-05,3.91127531798842,"ENSG00000163002"
"ENSG00000126368",1.25006600564953,1.69074751598932,6.00668947984372,4.43039896494524e-06,3.33296275859743e-05,3.91072452956415,"ENSG00000126368"
"ENSG00000060566",-1.93231604777475,-0.546390682507244,-6.00638222445548,4.43361096319605e-06,3.33296275859743e-05,3.90999548935297,"ENSG00000060566"
"ENSG00000212993",2.28027814338129,-1.05553987105002,6.00637028401128,4.43373583459448e-06,3.33296275859743e-05,3.90996715747629,"ENSG00000212993"
"ENSG00000225825",-3.80180551808432,0.189956466028603,-6.00329952722777,4.46596870654944e-06,3.35538134552517e-05,3.9026805039319,"ENSG00000225825"
"ENSG00000139514",1.1522325794998,2.62150959627991,6.00232760134939,4.47622044360448e-06,3.36126974195586e-05,3.90037400991055,"ENSG00000139514"
"ENSG00000169762",-0.662389902183961,0.761167956118859,-6.00163586417503,4.48353140373084e-06,3.36317263995759e-05,3.89873237980976,"ENSG00000169762"
"ENSG00000089356",-2.29281430582027,7.84225809723688,-6.00163070343786,4.4835859932203e-06,3.36317263995759e-05,3.89872013217531,"ENSG00000089356"
"ENSG00000006555",-1.14144087274043,2.57209225843584,-6.00049121775856,4.49565590918471e-06,3.37041042367633e-05,3.89601580231839,"ENSG00000006555"
"ENSG00000126249",1.20281321282673,0.660529085741737,5.99815027254788,4.52055624900867e-06,3.38725425719584e-05,3.89045965959238,"ENSG00000126249"
"ENSG00000166920",-2.3479998398123,2.95108936952809,-5.99594545830537,4.54413717689943e-06,3.40309186534663e-05,3.88522612545932,"ENSG00000166920"
"ENSG00000078081",1.01562124006164,-0.120312445813607,5.99506019321198,4.55364051799361e-06,3.40743008088362e-05,3.88312465068669,"ENSG00000078081"
"ENSG00000055211",-0.672013010507839,3.19669027953476,-5.994949986126,4.554825011151e-06,3.40743008088362e-05,3.88286303167152,"ENSG00000055211"
"ENSG00000157911",1.20027915123872,1.58123300429887,5.99228645294192,4.5835481075919e-06,3.42707608774943e-05,3.876539745857,"ENSG00000157911"
"ENSG00000044574",0.641964190745306,6.6859578036989,5.98974964175837,4.61107636662134e-06,3.44580811465928e-05,3.87051665364927,"ENSG00000044574"
"ENSG00000108010",0.886924217914273,3.22019831686891,5.98839688967603,4.62582463590023e-06,3.45497481657742e-05,3.86730458775296,"ENSG00000108010"
"ENSG00000108669",-0.631737330082868,3.09445875970147,-5.98612957043498,4.65065184521122e-06,3.47165549539038e-05,3.86192050994726,"ENSG00000108669"
"ENSG00000075239",-1.39180796955534,3.4323288672359,-5.98394024413449,4.67475395932386e-06,3.48777731091676e-05,3.85672116035076,"ENSG00000075239"
"ENSG00000127995",-1.16946042579856,1.56682236963807,-5.98135617859484,4.70336565518172e-06,3.50724459836315e-05,3.85058375644064,"ENSG00000127995"
"ENSG00000118655",0.968663726187235,0.742900497736152,5.98003101406769,4.71810754035166e-06,3.51635402445267e-05,3.84743611045871,"ENSG00000118655"
"ENSG00000100558",1.06181760758103,4.90957437383855,5.9784220580293,4.73606982158623e-06,3.52785254446888e-05,3.84361414791742,"ENSG00000100558"
"ENSG00000170482",-1.41936527690367,-0.65601204218072,-5.97791336500914,4.74176333092003e-06,3.53020476433522e-05,3.84240573070376,"ENSG00000170482"
"ENSG00000109586",-0.931875622321978,2.92847486838415,-5.97633787382296,4.75944121220277e-06,3.54147196987103e-05,3.83866293890731,"ENSG00000109586"
"ENSG00000237988",2.36870072947974,1.7027421288164,5.97581632346567,4.76530808609304e-06,3.54394333197581e-05,3.83742387241956,"ENSG00000237988"
"ENSG00000020426",0.877646863888606,0.485742864162125,5.97508534965691,4.77354315606931e-06,3.54817233415894e-05,3.83568722631031,"ENSG00000020426"
"ENSG00000138050",0.733938817841918,1.04816762528726,5.97359473713431,4.79038121896145e-06,3.55878801122633e-05,3.83214567090551,"ENSG00000138050"
"ENSG00000130589",1.21976710788716,2.4955478238673,5.97297119273014,4.79744277038562e-06,3.56213323996312e-05,3.83066412381557,"ENSG00000130589"
"ENSG00000147687",0.962001426290875,1.23455770399347,5.97168241406638,4.81207165715755e-06,3.57109070420828e-05,3.8276018543383,"ENSG00000147687"
"ENSG00000033011",0.639996457567376,2.29524219844986,5.97140630122039,4.81521171598597e-06,3.57151718220334e-05,3.82694576106951,"ENSG00000033011"
