Rank	Score	Type	ID	Name	Description
3627	0	kd	CGS001-5867	RAB4A	RAB, member RAS oncogene
3628	0	kd	CGS001-22930	RAB3GAP1	-
3629	0	kd	CGS001-5873	RAB27A	RAB, member RAS oncogene
3630	0	kd	CGS001-23011	RAB21	RAB, member RAS oncogene
3631	0	kd	CGS001-81876	RAB1B	RAB, member RAS oncogene
3632	0	kd	CGS001-84109	QRFPR	GPCR / Class A : RF amide peptide receptors
3633	0	kd	CGS001-23475	QPRT	-
3634	0	kd	CGS001-5859	QARS	Aminoacyl tRNA synthetases / Class I
3635	0	kd	CGS001-5836	PYGL	Glycogen phosphorylases
3636	0	kd	CGS001-65263	PYCRL	-
3637	0	kd	CGS001-5829	PXN	-
3638	0	kd	CGS001-11137	PWP1	WD repeat domain containing
3639	0	kd	CGS001-83448	PUS7L	-
3640	0	kd	CGS001-23369	PUM2	-
3641	0	kd	CGS001-9232	PTTG1	-
3642	0	kd	CGS001-5771	PTPN2	Protein tyrosine phosphatases
3643	0	kd	CGS001-5782	PTPN12	Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor
3644	0	kd	CGS001-5770	PTPN1	Protein tyrosine phosphatases
3645	0	kd	CGS001-5763	PTMS	-
3646	0	kd	CGS001-5744	PTHLH	Endogenous ligands
3647	0	kd	CGS001-5737	PTGFR	GPCR / Class A : Prostanoid receptors
3648	0	kd	CGS001-5723	PSPH	-
3649	0	kd	CGS001-8624	PSMG1	-
3650	0	kd	CGS001-5720	PSME1	Proteasome (prosome, macropain) subunits
3651	0	kd	CGS001-5710	PSMD4	Proteasome (prosome, macropain) subunits
3652	0	kd	CGS001-5709	PSMD3	Proteasome (prosome, macropain) subunits
3653	0	kd	CGS001-5708	PSMD2	Proteasome subunits
3654	0	kd	CGS001-5696	PSMB8	Proteasome (prosome, macropain) subunits
3655	0	kd	CGS001-5695	PSMB7	Proteasome subunits
3656	0	kd	CGS001-5693	PSMB5	Proteasome subunits
3657	0	kd	CGS001-5690	PSMB2	Proteasome subunits
3658	0	kd	CGS001-5699	PSMB10	Proteasome (prosome, macropain) subunits
3659	0	kd	CGS001-5689	PSMB1	Proteasome subunits
3660	0	kd	CGS001-143471	PSMA8	Proteasome (prosome, macropain) subunits
3661	0	kd	CGS001-5686	PSMA5	Proteasome subunits
3662	0	kd	CGS001-11168	PSIP1	-
3663	0	kd	CGS001-5646	PRSS3	Serine peptidases / Serine peptidases
3664	0	kd	CGS001-79170	PRR15L	-
3665	0	kd	CGS001-5636	PRPSAP2	-
3666	0	kd	CGS001-8899	PRPF4B	PRP4 subfamily
3667	0	kd	CGS001-9128	PRPF4	WD repeat domain containing
3668	0	kd	CGS001-5629	PROX1	Homeoboxes / PROS class
3669	0	kd	CGS001-11212	PROSC	-
3670	0	kd	CGS001-10887	PROKR1	GPCR / Class A : Prokineticin receptors
3671	0	kd	CGS001-10544	PROCR	CD molecules
3672	0	kd	CGS001-5618	PRLR	Prolactin receptor family
3673	0	kd	CGS001-5613	PRKX	Protein kinase A
3674	0	kd	CGS001-5580	PRKCD	Delta subfamily
3675	0	kd	CGS001-5579	PRKCB	Alpha subfamily
3676	0	kd	CGS001-5578	PRKCA	Delta subfamily
3677	0	kd	CGS001-5577	PRKAR2B	Protein kinase A
3678	0	kd	CGS001-5571	PRKAG1	AMPK subfamily
3679	0	kd	CGS001-5566	PRKACA	Protein kinase A
3680	0	kd	CGS001-5565	PRKAB2	AMPK subfamily
3681	0	kd	CGS001-5564	PRKAB1	AMPK subfamily
3682	0	kd	CGS001-5562	PRKAA1	AMPK subfamily
3683	0	kd	CGS001-5550	PREP	Prolyl oligopeptidase
3684	0	kd	CGS001-11105	PRDM7	Zinc fingers, C2H2-type
3685	0	kd	CGS001-639	PRDM1	Zinc fingers, C2H2-type
3686	0	kd	CGS001-5538	PPT1	-
3687	0	kd	CGS001-9989	PPP4R1	Serine/threonine phosphatases / Protein phosphatase 4, regulatory subunits
3688	0	kd	CGS001-5531	PPP4C	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
3689	0	kd	CGS001-5533	PPP3CC	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
3690	0	kd	CGS001-5529	PPP2R5E	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
3691	0	kd	CGS001-5526	PPP2R5B	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
3692	0	kd	CGS001-5524	PPP2R4	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
3693	0	kd	CGS001-5522	PPP2R2C	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
3694	0	kd	CGS001-5515	PPP2CA	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
3695	0	kd	CGS001-5498	PPOX	-
3696	0	kd	CGS001-8495	PPFIBP2	Sterile alpha motif (SAM) domain containing
3697	0	kd	CGS001-5471	PPAT	Phosphoribosyl pyrophosphate amidotransferase
3698	0	kd	CGS001-133522	PPARGC1B	RNA binding motif (RRM) containing
3699	0	kd	CGS001-5468	PPARG	Peroxisome proliferator-activated receptors
3700	0	kd	CGS001-5465	PPARA	Peroxisome proliferator-activated receptors
3701	0	kd	CGS001-8613	PPAP2B	Lipid phosphate phosphatases
3702	0	kd	CGS001-8611	PPAP2A	Lipid phosphate phosphatases
3703	0	kd	CGS001-5460	POU5F1	Homeoboxes / POU class
3704	0	kd	CGS001-5450	POU2AF1	-
3705	0	kd	CGS001-25913	POT1	-
3706	0	kd	CGS001-10775	POP4	-
3707	0	kd	CGS001-51728	POLR3K	RNA polymerase subunits
3708	0	kd	CGS001-10621	POLR3F	RNA polymerase subunits
3709	0	kd	CGS001-55718	POLR3E	RNA polymerase subunits
3710	0	kd	CGS001-5440	POLR2K	RNA polymerase subunits
3711	0	kd	CGS001-5437	POLR2H	RNA polymerase subunits
3712	0	kd	CGS001-5432	POLR2C	RNA polymerase subunits
3713	0	kd	CGS001-5430	POLR2A	RNA polymerase subunits
3714	0	kd	CGS001-5428	POLG	DNA polymerases
3715	0	kd	CGS001-5427	POLE2	DNA polymerases
3716	0	kd	CGS001-57804	POLD4	DNA polymerases
3717	0	kd	CGS001-5423	POLB	DNA polymerases
3718	0	kd	CGS001-10957	PNRC1	-
3719	0	kd	CGS001-4860	PNP	-
3720	0	kd	CGS001-11284	PNKP	-
3721	0	kd	CGS001-9512	PMPCB	-
3722	0	kd	CGS001-5373	PMM2	-
3723	0	kd	CGS001-5366	PMAIP1	-
3724	0	kd	CGS001-5362	PLXNA2	Plexins
3725	0	kd	CGS001-5357	PLS1	EF-hand domain containing
3726	0	kd	CGS001-5355	PLP2	-
3727	0	kd	CGS001-8985	PLOD3	-
3728	0	kd	CGS001-5352	PLOD2	-
3729	0	kd	CGS001-10769	PLK2	Polo-like kinase (PLK) family
3730	0	kd	CGS001-5338	PLD2	Hydrolases
3731	0	kd	CGS001-5335	PLCG1	Phosphoinositide-specific phospholipase C
3732	0	kd	CGS001-5331	PLCB3	Phosphoinositide-specific phospholipase C
3733	0	kd	CGS001-5328	PLAU	Chymotrypsin
3734	0	kd	CGS001-5321	PLA2G4A	Phospholipase A2
3735	0	kd	CGS001-391013	PLA2G2C	-
3736	0	kd	CGS001-5320	PLA2G2A	Hydrolases
3737	0	kd	CGS001-23659	PLA2G15	-
3738	0	kd	CGS001-84647	PLA2G12B	-
3739	0	kd	CGS001-5315	PKM2	-
3740	0	kd	CGS001-9867	PJA2	RING-type (C3HC4) zinc fingers
3741	0	kd	CGS001-5306	PITPNA	-
3742	0	kd	CGS001-51268	PIPOX	-
3743	0	kd	CGS001-8396	PIP4K2B	1-phosphatidylinositol-5-phosphate 4-kinase family
3744	0	kd	CGS001-5292	PIM1	PIM family
3745	0	kd	CGS001-5295	PIK3R1	Phosphatidylinositol kinases
3746	0	kd	CGS001-5293	PIK3CD	Phosphatidylinositol kinases
3747	0	kd	CGS001-55011	PIH1D1	-
3748	0	kd	CGS001-51588	PIAS4	Zinc fingers, MIZ-type
3749	0	kd	CGS001-8554	PIAS1	Zinc fingers, MIZ-type
3750	0	kd	CGS001-375133	PI4KAP2	-
3751	0	kd	CGS001-5257	PHKB	-
3752	0	kd	CGS001-5253	PHF2	Histone demethylases
3753	0	kd	CGS001-148479	PHF13	Zinc fingers, PHD-type
3754	0	kd	CGS001-11331	PHB2	-
3755	0	kd	CGS001-10857	PGRMC1	-
3756	0	kd	CGS001-5223	PGAM1	-
3757	0	kd	CGS001-8800	PEX11A	-
3758	0	kd	CGS001-10400	PEMT	-
3759	0	kd	CGS001-5037	PEBP1	-
3760	0	kd	CGS001-23244	PDS5A	-
3761	0	kd	CGS001-5163	PDK1	-
3762	0	kd	CGS001-5144	PDE4D	Phosphodiesterases
3763	0	kd	CGS001-5134	PDCD2	Zinc fingers, MYND-type
3764	0	kd	CGS001-255738	PCSK9	Subtilisin
3765	0	kd	CGS001-5105	PCK1	-
3766	0	kd	CGS001-84333	PCGF5	Polycomb group ring fingers
3767	0	kd	CGS001-80714	PBX4	Homeoboxes / TALE class
3768	0	kd	CGS001-55193	PBRM1	Non-enzymatic BRD containing proteins
3769	0	kd	CGS001-84875	PARP10	Poly (ADP-ribose) polymerases
3770	0	kd	CGS001-5073	PARN	-
3771	0	kd	CGS001-55486	PARL	-
3772	0	kd	CGS001-85315	PAQR8	-
3773	0	kd	CGS001-164091	PAQR7	-
3774	0	kd	CGS001-11044	PAPD7	-
3775	0	kd	CGS001-5062	PAK2	PAKA subfamily
3776	0	kd	CGS001-5058	PAK1	PAKA subfamily
3777	0	kd	CGS001-54623	PAF1	-
3778	0	kd	CGS001-29763	PACSIN3	-
3779	0	kd	CGS001-5036	PA2G4	-
3780	0	kd	CGS001-8974	P4HA2	-
3781	0	kd	CGS001-9943	OXSR1	FRAY subfamily
3782	0	kd	CGS001-124641	OVCA2	-
3783	0	kd	CGS001-5013	OTX1	Homeoboxes / PRD class
3784	0	kd	CGS001-23252	OTUD3	OTU domain containing
3785	0	kd	CGS001-9180	OSMR	IL-6 receptor family
3786	0	kd	CGS001-55644	OSGEP	-
3787	0	kd	CGS001-94103	ORMDL3	-
3788	0	kd	CGS001-4998	ORC1	ATPases / AAA-type
3789	0	kd	CGS001-390148	OR5W2	GPCR / Class A : Olfactory receptors
3790	0	kd	CGS001-255725	OR52B2	GPCR / Class A : Olfactory receptors
3791	0	kd	CGS001-94233	OPN4	GPCR / Class A : Opsin receptors
3792	0	kd	CGS001-23596	OPN3	GPCR / Class A : Opsin receptors
3793	0	kd	CGS001-167826	OLIG3	Basic helix-loop-helix proteins
3794	0	kd	CGS001-4967	OGDH	-
3795	0	kd	CGS001-4946	OAZ1	-
3796	0	kd	CGS001-338557	O3FAR1	-
3797	0	kd	CGS001-10482	NXF1	-
3798	0	kd	CGS001-4931	NVL	ATPases / AAA-type
3799	0	kd	CGS001-9688	NUP93	-
3800	0	kd	CGS001-23636	NUP62	-
3801	0	kd	CGS001-55746	NUP133	-
3802	0	kd	CGS001-4926	NUMA1	-
3803	0	kd	CGS001-53343	NUDT9	Nudix motif containing
3804	0	kd	CGS001-23386	NUDCD3	-
3805	0	kd	CGS001-4925	NUCB2	EF-hand domain containing
3806	0	kd	CGS001-4923	NTSR1	GPCR / Class A : Neurotensin receptors
3807	0	kd	CGS001-123803	NTAN1	-
3808	0	kd	CGS001-64943	NT5DC2	-
3809	0	kd	CGS001-50814	NSDHL	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
3810	0	kd	CGS001-64324	NSD1	Histone methyltransferases (HMTs)
3811	0	kd	CGS001-10412	NSA2	-
3812	0	kd	CGS001-3084	NRG1	Immunoglobulin superfamily / I-set domain containing
3813	0	kd	CGS001-2908	NR3C1	3-Ketosteroid receptors
3814	0	kd	CGS001-2063	NR2F6	COUP-TF-like receptors
3815	0	kd	CGS001-7026	NR2F2	COUP-TF-like receptors
3816	0	kd	CGS001-7025	NR2F1	COUP-TF-like receptors
3817	0	kd	CGS001-7181	NR2C1	Testicular receptors
3818	0	kd	CGS001-190	NR0B1	DAX-like receptors
3819	0	kd	CGS001-1728	NQO1	-
3820	0	kd	CGS001-4869	NPM1	-
3821	0	kd	CGS001-10886	NPFFR2	GPCR / Class A : Neuropeptide receptors : FF/AF
3822	0	kd	CGS001-79716	NPEPL1	Leucyl aminopeptidase
3823	0	kd	CGS001-56654	NPDC1	-
3824	0	kd	CGS001-4856	NOV	-
3825	0	kd	CGS001-10392	NOD1	Nucleotide-binding domain and leucine rich repeat containing
3826	0	kd	CGS001-23530	NNT	-
3827	0	kd	CGS001-56923	NMUR2	GPCR / Class A : Neuromedin U receptors
3828	0	kd	CGS001-1482	NKX2-5	Homeoboxes / ANTP class : NKL subclass
3829	0	kd	CGS001-159296	NKX2-3	Homeoboxes / ANTP class : NKL subclass
3830	0	kd	CGS001-7080	NKX2-1	Homeoboxes / ANTP class : NKL subclass
3831	0	kd	CGS001-28512	NKIRAS1	-
3832	0	kd	CGS001-25836	NIPBL	-
3833	0	kd	CGS001-4804	NGFR	Tumour necrosis factor (TNF) receptor family
3834	0	kd	CGS001-4798	NFRKB	INO80 complex subunits
3835	0	kd	CGS001-4791	NFKB2	NFkappaB transcription factor family
3836	0	kd	CGS001-4783	NFIL3	basic leucine zipper proteins
3837	0	kd	CGS001-4775	NFATC3	Nuclear factor of activated T-cells
3838	0	kd	CGS001-4773	NFATC2	Nuclear factor of activated T-cells
3839	0	kd	CGS001-4763	NF1	-
3840	0	kd	CGS001-29937	NENF	-
3841	0	kd	CGS001-91754	NEK9	NIMA (never in mitosis gene a)- related kinase (NEK) family
3842	0	kd	CGS001-140609	NEK7	NIMA (never in mitosis gene a)- related kinase (NEK) family
3843	0	kd	CGS001-6787	NEK4	NIMA (never in mitosis gene a)- related kinase (NEK) family
3844	0	kd	CGS001-4751	NEK2	NIMA (never in mitosis gene a)- related kinase (NEK) family
3845	0	kd	CGS001-4718	NDUFC2	Mitochondrial respiratory chain complex / Complex I
3846	0	kd	CGS001-4714	NDUFB8	Mitochondrial respiratory chain complex / Complex I
3847	0	kd	CGS001-4710	NDUFB4	Mitochondrial respiratory chain complex / Complex I
3848	0	kd	CGS001-4709	NDUFB3	Mitochondrial respiratory chain complex / Complex I
3849	0	kd	CGS001-4708	NDUFB2	Mitochondrial respiratory chain complex / Complex I
3850	0	kd	CGS001-4706	NDUFAB1	Mitochondrial respiratory chain complex / Complex I
3851	0	kd	CGS001-4698	NDUFA5	Mitochondrial respiratory chain complex / Complex I
3852	0	kd	CGS001-4697	NDUFA4	-
3853	0	kd	CGS001-4696	NDUFA3	Mitochondrial respiratory chain complex / Complex I
3854	0	kd	CGS001-80762	NDFIP1	-
3855	0	kd	CGS001-55226	NAT10	-
3856	0	kd	CGS001-10135	NAMPT	-
3857	0	kd	CGS001-55577	NAGK	-
3858	0	kd	CGS001-4668	NAGA	-
3859	0	kd	CGS001-8883	NAE1	Ubiquitin-like modifier activating enzymes
3860	0	kd	CGS001-4664	NAB1	-
3861	0	kd	CGS001-80018	NAA25	N(alpha)-acetyltransferase subunits
3862	0	kd	CGS001-4637	MYL6	EF-hand domain containing
3863	0	kd	CGS001-4615	MYD88	-
3864	0	kd	CGS001-4605	MYBL2	-
3865	0	kd	CGS001-10608	MXD4	Basic helix-loop-helix proteins
3866	0	kd	CGS001-83463	MXD3	Basic helix-loop-helix proteins
3867	0	kd	CGS001-9961	MVP	-
3868	0	kd	CGS001-9788	MTSS1	-
3869	0	kd	CGS001-4548	MTR	-
3870	0	kd	CGS001-10797	MTHFD2	-
3871	0	kd	CGS001-22823	MTF2	Zinc fingers, PHD-type
3872	0	kd	CGS001-6307	MSMO1	Fatty acid hydroxylase domain containing
3873	0	kd	CGS001-4439	MSH5	-
3874	0	kd	CGS001-117196	MRGPRX4	GPCR / Class A : Orphans
3875	0	kd	CGS001-116512	MRGPRD	GPCR / Class A : Orphans
3876	0	kd	CGS001-8777	MPDZ	-
3877	0	kd	CGS001-10933	MORF4L1	-
3878	0	kd	CGS001-5891	MOK	RCK family
3879	0	kd	CGS001-4316	MMP7	Matrix metallopeptidase
3880	0	kd	CGS001-4312	MMP1	Matrix metallopeptidase
3881	0	kd	CGS001-79258	MMEL1	-
3882	0	kd	CGS001-22877	MLXIP	Basic helix-loop-helix proteins
3883	0	kd	CGS001-4300	MLLT3	-
3884	0	kd	CGS001-58508	MLL3	-
3885	0	kd	CGS001-83881	MIXL1	Homeoboxes / PRD class
3886	0	kd	CGS001-4286	MITF	Basic helix-loop-helix proteins
3887	0	kd	CGS001-4282	MIF	-
3888	0	kd	CGS001-85377	MICALL1	-
3889	0	kd	CGS001-57721	METTL14	-
3890	0	kd	CGS001-79006	METRN	-
3891	0	kd	CGS001-10988	METAP2	Methionyl aminopeptidase
3892	0	kd	CGS001-55897	MESP1	Basic helix-loop-helix proteins
3893	0	kd	CGS001-4223	MEOX2	Homeoboxes / ANTP class : HOXL subclass
3894	0	kd	CGS001-9833	MELK	MELK subfamily
3895	0	kd	CGS001-4208	MEF2C	Myocyte enhancer factors
3896	0	kd	CGS001-10001	MED6	-
3897	0	kd	CGS001-10873	ME3	-
3898	0	kd	CGS001-4199	ME1	-
3899	0	kd	CGS001-4194	MDM4	-
3900	0	kd	CGS001-4193	MDM2	-
3901	0	kd	CGS001-4191	MDH2	-
3902	0	kd	CGS001-4175	MCM6	-
3903	0	kd	CGS001-4174	MCM5	-
3904	0	kd	CGS001-4171	MCM2	-
3905	0	kd	CGS001-4170	MCL1	-
3906	0	kd	CGS001-64087	MCCC2	-
3907	0	kd	CGS001-79143	MBOAT7	-
3908	0	kd	CGS001-10150	MBNL2	Zinc fingers, CCCH-type domain containing
3909	0	kd	CGS001-4154	MBNL1	Zinc fingers, CCCH-type domain containing
3910	0	kd	CGS001-4149	MAX	Basic helix-loop-helix proteins
3911	0	kd	CGS001-375449	MAST4	MAST family
3912	0	kd	CGS001-8550	MAPKAPK5	MAPKAPK subfamily
3913	0	kd	CGS001-79109	MAPKAP1	-
3914	0	kd	CGS001-1432	MAPK14	MAPK:p38 subfamily
3915	0	kd	CGS001-6300	MAPK12	MAPK:p38 subfamily
3916	0	kd	CGS001-5594	MAPK1	MAPK:ERK subfamily
3917	0	kd	CGS001-6885	MAP3K7	MAPKKK:TAK1 subfamily
3918	0	kd	CGS001-4217	MAP3K5	MAPKKK:STE11 family
3919	0	kd	CGS001-4216	MAP3K4	MAPKKK:STE11 family
3920	0	kd	CGS001-9020	MAP3K14	MAPKKK:STE-unique family
3921	0	kd	CGS001-4214	MAP3K1	MAPKKK:STE11 family
3922	0	kd	CGS001-5608	MAP2K6	MAPKK:STE7 family
3923	0	kd	CGS001-5607	MAP2K5	MAPKK:STE7 family
3924	0	kd	CGS001-4125	MAN2B1	-
3925	0	kd	CGS001-10046	MAMLD1	-
3926	0	kd	CGS001-10892	MALT1	Immunoglobulin superfamily / Immunoglobulin-like domain containing
3927	0	kd	CGS001-4097	MAFG	-
3928	0	kd	CGS001-4094	MAF	-
3929	0	kd	CGS001-4047	LSS	Lanosterol biosynthesis pathway
3930	0	kd	CGS001-11157	LSM6	-
3931	0	kd	CGS001-120892	LRRK2	Leucine-rich repeat kinase (LRRK) family
3932	0	kd	CGS001-10128	LRPPRC	-
3933	0	kd	CGS001-4038	LRP4	Low density lipoprotein receptors
3934	0	kd	CGS001-26020	LRP10	Low density lipoprotein receptors
3935	0	kd	CGS001-9404	LPXN	-
3936	0	kd	CGS001-10161	LPAR6	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
3937	0	kd	CGS001-57121	LPAR5	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
3938	0	kd	CGS001-23566	LPAR3	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
3939	0	kd	CGS001-1902	LPAR1	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
3940	0	kd	CGS001-4012	LNPEP	Aminopeptidase N
3941	0	kd	CGS001-8543	LMO4	-
3942	0	kd	CGS001-3998	LMAN1	-
3943	0	kd	CGS001-51601	LIPT1	-
3944	0	kd	CGS001-200879	LIPH	-
3945	0	kd	CGS001-389421	LIN28B	-
3946	0	kd	CGS001-79727	LIN28A	Zinc fingers, CCHC domain containing
3947	0	kd	CGS001-3985	LIMK2	LIMK subfamily
3948	0	kd	CGS001-3976	LIF	-
3949	0	kd	CGS001-8549	LGR5	GPCR / Class A : Orphans
3950	0	kd	CGS001-3964	LGALS8	Lectins, galactoside-binding
3951	0	kd	CGS001-3958	LGALS3	Endogenous ligands
3952	0	kd	CGS001-3956	LGALS1	Endogenous ligands
3953	0	kd	CGS001-51176	LEF1	-
3954	0	kd	CGS001-3949	LDLR	Low density lipoprotein receptors
3955	0	kd	CGS001-3945	LDHB	-
3956	0	kd	CGS001-51451	LCMT1	-
3957	0	kd	CGS001-23395	LARS2	Aminoacyl tRNA synthetases / Class I
3958	0	kd	CGS001-51520	LARS	Aminoacyl tRNA synthetases / Class I
3959	0	kd	CGS001-3912	LAMB1	Laminins
3960	0	kd	CGS001-3909	LAMA3	Laminins
3961	0	kd	CGS001-8270	LAGE3	-
3962	0	kd	CGS001-8942	KYNU	-
3963	0	kd	CGS001-283455	KSR2	RAF family
3964	0	kd	CGS001-3856	KRT8	Intermediate filaments type II, keratins (basic)
3965	0	kd	CGS001-147183	KRT25	Intermediate filaments type I, keratins (acidic)
3966	0	kd	CGS001-3880	KRT19	Intermediate filaments type I, keratins (acidic)
3967	0	kd	CGS001-85442	KNDC1	-
3968	0	kd	CGS001-3821	KLRC1	CD molecules
3969	0	kd	CGS001-5653	KLK6	Chymotrypsin
3970	0	kd	CGS001-9903	KLHL21	BTB/POZ domain containing
3971	0	kd	CGS001-23588	KLHDC2	-
3972	0	kd	CGS001-8609	KLF7	Kruppel-like transcription factors
3973	0	kd	CGS001-1316	KLF6	Kruppel-like transcription factors
3974	0	kd	CGS001-9314	KLF4	Kruppel-like transcription factors
3975	0	kd	CGS001-136259	KLF14	Kruppel-like transcription factors
3976	0	kd	CGS001-8462	KLF11	Kruppel-like transcription factors
3977	0	kd	CGS001-4254	KITLG	-
3978	0	kd	CGS001-3815	KIT	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family
3979	0	kd	CGS001-84634	KISS1R	GPCR / Class A : RF amide peptide receptors
3980	0	kd	CGS001-3799	KIF5B	Kinesins
3981	0	kd	CGS001-9851	KIAA0753	-
3982	0	kd	CGS001-9813	KIAA0494	-
3983	0	kd	CGS001-9710	KIAA0355	-
3984	0	kd	CGS001-9703	KIAA0100	-
3985	0	kd	CGS001-11014	KDELR2	-
3986	0	kd	CGS001-54442	KCTD5	-
3987	0	kd	CGS001-23510	KCTD2	-
3988	0	kd	CGS001-3784	KCNQ1	Voltage-gated potassium channels
3989	0	kd	CGS001-3775	KCNK1	Two-P potassium channels
3990	0	kd	CGS001-11143	KAT7	Histone acetyltransferases (HATs)
3991	0	kd	CGS001-23522	KAT6B	Histone acetyltransferases (HATs)
3992	0	kd	CGS001-7994	KAT6A	Histone acetyltransferases (HATs)
3993	0	kd	CGS001-8850	KAT2B	Histone acetyltransferases (HATs)
3994	0	kd	CGS001-9929	JOSD1	-
3995	0	kd	CGS001-23210	JMJD6	-
3996	0	kd	CGS001-182	JAG1	CD molecules
3997	0	kd	CGS001-6453	ITSN1	Rho guanine nucleotide exchange factors
3998	0	kd	CGS001-3708	ITPR1	Ion channels / Inositol triphosphate receptors
3999	0	kd	CGS001-3706	ITPKA	Inositol 1,4,5-trisphosphate 3-kinases
4000	0	kd	CGS001-3705	ITPK1	-
4001	0	kd	CGS001-3691	ITGB4	Integrins
4002	0	kd	CGS001-3689	ITGB2	Integrins
4003	0	kd	CGS001-9270	ITGB1BP1	-
4004	0	kd	CGS001-3682	ITGAE	Integrins
4005	0	kd	CGS001-3673	ITGA2	Integrins
4006	0	kd	CGS001-83737	ITCH	-
4007	0	kd	CGS001-3670	ISL1	Homeoboxes / LIM class
4008	0	kd	CGS001-3667	IRS1	Pleckstrin homology (PH) domain containing
4009	0	kd	CGS001-345611	IRGM	-
4010	0	kd	CGS001-51135	IRAK4	Interleukin-1 receptor-associated kinase (IRAK) family
4011	0	kd	CGS001-79711	IPO4	Importins
4012	0	kd	CGS001-51447	IP6K2	-
4013	0	kd	CGS001-9807	IP6K1	-
4014	0	kd	CGS001-3638	INSIG1	-
4015	0	kd	CGS001-3635	INPP5D	Inositol polyphosphate phosphatases
4016	0	kd	CGS001-8821	INPP4B	Inositol polyphosphate phosphatases
4017	0	kd	CGS001-83729	INHBE	-
4018	0	kd	CGS001-3567	IL5	Interleukins and interleukin receptors
4019	0	kd	CGS001-3566	IL4R	IL-2 receptor family
4020	0	kd	CGS001-3565	IL4	Interleukins and interleukin receptors
4021	0	kd	CGS001-3559	IL2RA	IL-2 receptor family
4022	0	kd	CGS001-246778	IL27	Interleukins and interleukin receptors
4023	0	kd	CGS001-149233	IL23R	IL-12 receptor family
4024	0	kd	CGS001-7850	IL1R2	Immunoglobulin-like family of IL-1 receptors
4025	0	kd	CGS001-3554	IL1R1	Interleukins and interleukin receptors
4026	0	kd	CGS001-3596	IL13	Interleukins and interleukin receptors
4027	0	kd	CGS001-3592	IL12A	Interleukins and interleukin receptors
4028	0	kd	CGS001-3590	IL11RA	IL-6 receptor family
4029	0	kd	CGS001-3589	IL11	Endogenous ligands
4030	0	kd	CGS001-3586	IL10	Interleukins and interleukin receptors
4031	0	kd	CGS001-8517	IKBKG	Zinc fingers, C2HC-type containing
4032	0	kd	CGS001-8518	IKBKAP	Elongator acetyltransferase complex subunits
4033	0	kd	CGS001-3508	IGHMBP2	Zinc fingers, AN1-type domain containing
4034	0	kd	CGS001-3489	IGFBP6	insulin-like growth factor (IGF) binding proteins
4035	0	kd	CGS001-3488	IGFBP5	insulin-like growth factor (IGF) binding proteins
4036	0	kd	CGS001-3487	IGFBP4	insulin-like growth factor (IGF) binding proteins
4037	0	kd	CGS001-3486	IGFBP3	insulin-like growth factor (IGF) binding proteins
4038	0	kd	CGS001-3482	IGF2R	CD molecules
4039	0	kd	CGS001-3476	IGBP1	-
4040	0	kd	CGS001-3456	IFNB1	Interferons
4041	0	kd	CGS001-64135	IFIH1	-
4042	0	kd	CGS001-3421	IDH3G	-
4043	0	kd	CGS001-3419	IDH3A	-
4044	0	kd	CGS001-3416	IDE	Pitrilysin
4045	0	kd	CGS001-3398	ID2	Basic helix-loop-helix proteins
4046	0	kd	CGS001-3385	ICAM3	CD molecules
4047	0	kd	CGS001-55699	IARS2	Aminoacyl tRNA synthetases / Class I
4048	0	kd	CGS001-3376	IARS	Aminoacyl tRNA synthetases / Class I
4049	0	kd	CGS001-3364	HUS1	-
4050	0	kd	CGS001-27336	HTATSF1	RNA binding motif (RRM) containing
4051	0	kd	CGS001-10553	HTATIP2	Short chain dehydrogenase/reductase superfamily / Atypical members
4052	0	kd	CGS001-3339	HSPG2	Immunoglobulin superfamily / Immunoglobulin-like domain containing
4053	0	kd	CGS001-3308	HSPA4	Heat shock proteins / HSP70
4054	0	kd	CGS001-3304	HSPA1B	Heat shock proteins / HSP70
4055	0	kd	CGS001-51182	HSPA14	Heat shock proteins / HSP70
4056	0	kd	CGS001-3297	HSF1	-
4057	0	kd	CGS001-7923	HSD17B8	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
4058	0	kd	CGS001-51478	HSD17B7	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2
4059	0	kd	CGS001-3295	HSD17B4	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
4060	0	kd	CGS001-3294	HSD17B2	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2
