Rank	Score	Type	ID	Name	Description
1	99.92	kd	CGS001-1611	DAP	-
2	99.68	kd	CGS001-9326	ZNHIT3	Zinc fingers, HIT-type
3	99.57	oe	ccsbBroad304_06992	SRC	Src family
4	99.16	kd	CGS001-80351	TNKS2	Ankyrin repeat domain containing
5	99.03	oe	ccsbBroad304_00954	LYN	Src family
6	98.97	kd	CGS001-64219	PJA1	RING-type (C3HC4) zinc fingers
7	98.89	oe	ccsbBroad304_01284	PRKCZ	Iota subfamily
8	98.6	kd	CGS001-200081	TXLNA	-
9	98.52	oe	ccsbBroad304_07124	UROD	-
10	98.45	cc		PKC activator	-
11	98.24	oe	ccsbBroad304_01688	TNFRSF1A	Tumour necrosis factor (TNF) receptor family
12	97.89	cp	BRD-K91145395	prostratin	PKC activator
13	97.89	kd	CGS001-1871	E2F3	-
14	97.85	kd	CGS001-51720	UIMC1	-
15	97.43	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
16	97.37	cp	BRD-A52650764	ingenol	PKC activator
17	96.85	kd	CGS001-8894	EIF2S2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
18	96.81	oe	ccsbBroad304_06587	MMP1	Matrix metallopeptidase
19	96.77	kd	CGS001-1468	SLC25A10	Mitochondrial di- and tri-carboxylic acid transporter subfamily
20	96.77	kd	CGS001-2677	GGCX	Carboxylases
21	96.58	cp	BRD-A15079084	phorbol-12-myristate-13-acetate	PKC activator
22	96.48	oe	ccsbBroad304_00771	HOXA5	Homeoboxes / ANTP class : HOXL subclass
23	96.43	cp	BRD-K35687265	ON-01910	PLK inhibitor
24	96.21	cp	BRD-K62609077	scoulerine	Adrenergic receptor antagonist
25	95.89	kd	CGS001-8767	RIPK2	Receptor interacting protein kinase (RIPK) family
26	95.5	kd	CGS001-5563	PRKAA2	AMPK subfamily
27	95.44	kd	CGS001-5049	PAFAH1B2	-
28	95.32	oe	ccsbBroad304_06753	POU5F1	Homeoboxes / POU class
29	95.21	kd	CGS001-694	BTG1	-
30	95.17	cp	BRD-M30523314	vinorelbine	Tubulin inhibitor
31	94.8	cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor
32	94.68	cp	BRD-K59184148	SB-216763	Glycogen synthase kinase inhibitor
33	94.27	kd	CGS001-115201	ATG4A	-
34	94.12	oe	ccsbBroad304_02053	BTRC	F-boxes / WD-40 domains
35	93.45	oe	ccsbBroad304_04780	GPR139	GPCR / Class A : Orphans
36	92.75	kd	CGS001-63891	RNF123	RING-type (C3HC4) zinc fingers
37	92.7	kd	CGS001-8853	ASAP2	Ankyrin repeat domain containing
38	92.66	kd	CGS001-978	CDA	-
39	92.56	kd	CGS001-3920	LAMP2	CD molecules
40	92.27	kd	CGS001-51031	GLOD4	-
41	91.97	oe	ccsbBroad304_10024	ZNF680	Zinc fingers, C2H2-type
42	91.39	kd	CGS001-51053	GMNN	-
43	91.37	kd	CGS001-10196	PRMT3	Protein arginine N-methyltransferases
44	91.06	kd	CGS001-55143	CDCA8	-
45	90.87	cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant
46	90.73	cp	BRD-A17819071	gedunin	HSP inhibitor
47	90.73	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
48	90.7	kd	CGS001-7172	TPMT	-
49	90.29	kd	CGS001-8893	EIF2B5	-
50	90.28	kd	CGS001-5827	PXMP2	-
51	90.28	cp	BRD-K28360340	TW-37	BCL inhibitor
52	90.16	kd	CGS001-8140	SLC7A5	SLC7 family
53	90.06	kd	CGS001-51465	UBE2J1	Ubiquitin-conjugating enzymes E2
54	90	kd	CGS001-50810	HDGFRP3	-
55	89.82	kd	CGS001-6146	RPL22	L ribosomal proteins
56	89.47	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
57	89.33	kd	CGS001-51071	DERA	-
58	88.75	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
59	88.69	oe	ccsbBroad304_01144	PAK1	PAKA subfamily
60	88.58	cp	BRD-K91696562	orantinib	FGFR inhibitor
61	88.29	oe	ccsbBroad304_00879	IRAK2	Interleukin-1 receptor-associated kinase (IRAK) family
62	88.26	kd	CGS001-9847	KIAA0528	-
63	87.58	kd	CGS001-6199	RPS6KB2	p70 subfamily
64	87.24	cp	BRD-A54927599	KF-38789	P-selectin inhibitor
65	87.13	cp	BRD-K26997899	SA-792574	Microtubule inhibitor
66	87.05	oe	ccsbBroad304_08878	METTL4	-
67	86.76	kd	CGS001-9183	ZW10	-
68	86.62	kd	CGS001-5029	P2RY2	GPCR / Class A : Purinergic receptors, P2Y
69	86.55	oe	ccsbBroad304_09396	TIRAP	-
70	86.45	cp	BRD-K15600710	obatoclax	BCL inhibitor
71	86.39	kd	CGS001-9	NAT1	-
72	86.03	cp	BRD-K93325701	damnacanthal	SRC inhibitor
73	85.94	oe	ccsbBroad304_07097	TRAF1	-
74	85.84	cp	BRD-K76674262	homoharringtonine	Protein synthesis inhibitor
75	85.43	kd	CGS001-23047	PDS5B	-
76	85.38	kd	CGS001-23361	ZNF629	Zinc fingers, C2H2-type
77	85.25	kd	CGS001-29982	NRBF2	-
78	85.24	kd	CGS001-23597	ACOT9	Acyl CoA thioesterases
79	85.2	cp	BRD-U86922168	QL-XII-47	BTK inhibitor
80	84.6	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
81	84.5	cp	BRD-K56596464	QX-314	Sodium channel blocker
82	84.46	cp	BRD-K37456065	VU-0365114-2	M5 modulator
83	84.32	kd	CGS001-22794	CASC3	-
84	84.18	kd	CGS001-3326	HSP90AB1	Heat shock proteins / HSPC
85	84.13	cp	BRD-K28120222	parthenolide	NFkB pathway inhibitor
86	84.06	cp	BRD-K86003836	flubendazole	Tubulin inhibitor
87	84.06	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
88	84.06	cp	BRD-K98548675	parthenolide	NFkB pathway inhibitor
89	83.97	cp	BRD-K40255344	tyrphostin-A9	Protein tyrosine kinase inhibitor
90	83.9	kd	CGS001-1045	CDX2	Homeoboxes / ANTP class : HOXL subclass
91	83.42	kd	CGS001-25948	KBTBD2	BTB/POZ domain containing
92	82.83	cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor
93	82.5	kd	CGS001-1349	COX7B	Mitochondrial respiratory chain complex
94	82.44	cp	BRD-K92731339	perindopril	ACE inhibitor
95	82.39	kd	CGS001-169792	GLIS3	Zinc fingers, C2H2-type
96	82.28	kd	CGS001-9966	TNFSF15	Tumor necrosis factor (ligand) superfamily
97	82.28	kd	CGS001-140465	MYL6B	EF-hand domain containing
98	82.11	kd	CGS001-5869	RAB5B	RAB, member RAS oncogene
99	81.64	cp	BRD-K28168037	fenretinide	Apoptosis stimulant
100	80.95	kd	CGS001-5817	PVR	Immunoglobulin superfamily / C2-set domain containing
101	80.84	oe	ccsbBroad304_06665	OAT	-
102	80.56	cp	BRD-K24576554	AT-9283	JAK inhibitor
103	80.34	cp	BRD-K91623615	ABT-751	Tubulin inhibitor
104	80.32	cp	BRD-K92991072	PAC-1	Caspase activator
105	80.12	cp	BRD-A34205397	suloctidil	Adrenergic receptor antagonist
106	79.7	kd	CGS001-2959	GTF2B	General transcription factors
107	79.38	kd	CGS001-5347	PLK1	Polo-like kinase (PLK) family
108	79.31	kd	CGS001-5910	RAP1GDS1	Armadillo repeat containing
109	79.3	kd	CGS001-3455	IFNAR2	Interferon receptor family
110	79.18	kd	CGS001-6988	TCTA	-
111	79.14	oe	ccsbBroad304_00867	IMPDH2	Oxidoreductases
112	79.14	cp	BRD-K04923131	GSK-3-inhibitor-IX	Glycogen synthase kinase inhibitor
113	79.1	kd	CGS001-84159	ARID5B	-
114	79.04	kd	CGS001-3397	ID1	Basic helix-loop-helix proteins
115	78.74	kd	CGS001-3169	FOXA1	Forkhead boxes
116	78.56	cp	BRD-K11911061	GR-127935	Serotonin receptor antagonist
117	78.46	cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor
118	78.31	kd	CGS001-22937	SCAP	WD repeat domain containing
119	78.24	kd	CGS001-8731	RNMT	-
120	78.03	cp	BRD-K12539581	nocodazole	Tubulin inhibitor
121	77.61	oe	ccsbBroad304_00880	IRF2	-
122	77.55	kd	CGS001-2778	GNAS	-
123	77.18	kd	CGS001-4779	NFE2L1	basic leucine zipper proteins
124	77.16	cp	BRD-K53545112	CNQX	Glutamate receptor antagonist
125	76.52	kd	CGS001-80025	PANK2	-
126	76.07	cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor
127	76.04	kd	CGS001-476	ATP1A1	ATPases / P-type
128	76.04	kd	CGS001-23211	ZC3H4	Zinc fingers, CCCH-type domain containing
129	75.49	kd	CGS001-1069	CETN2	EF-hand domain containing
130	75.42	kd	CGS001-26986	PABPC1	RNA binding motif (RRM) containing
131	75.37	cp	BRD-K48427617	U-0124	MEK inhibitor
132	75.16	kd	CGS001-6817	SULT1A1	Sulfotransferases, cytosolic
133	74.84	kd	CGS001-6924	TCEB3	-
134	74.74	kd	CGS001-9670	IPO13	Importins
135	74.7	oe	ccsbBroad304_02136	COPS2	-
136	74.2	cp	BRD-A50737080	CGK-733	ATR kinase inhibitor
137	74.11	kd	CGS001-2643	GCH1	-
138	73.75	cp	BRD-K85503079	perospirone	Dopamine receptor antagonist
139	73.35	cp	BRD-A09062839	amylocaine	Local anesthetic
140	72.94	cp	BRD-K19554809	MK-212	Serotonin receptor agonist
141	72.86	cp	BRD-K44849676	capsazepine	TRPV agonist
142	72.76	kd	CGS001-8884	SLC5A6	Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters
143	72.24	kd	CGS001-324	APC	Armadillo repeat containing
144	72.03	kd	CGS001-539	ATP5O	ATPases / F-type
145	71.8	kd	CGS001-23335	WDR7	WD repeat domain containing
146	71.76	kd	CGS001-9870	KIAA0317	-
147	71.41	kd	CGS001-4707	NDUFB1	Mitochondrial respiratory chain complex / Complex I
148	71.33	cp	BRD-K07691486	roscovitine	CDK inhibitor
149	71.29	cp	BRD-K72264770	QW-BI-011	Histone lysine methyltransferase inhibitor
150	71.25	cp	BRD-K80348542	cephaeline	Protein synthesis inhibitor
151	71.08	cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent
152	70.86	kd	CGS001-64116	SLC39A8	SLC39 family of metal ion transporters
153	70.83	oe	ccsbBroad304_06453	ING2	Zinc fingers, PHD-type
154	70.81	kd	CGS001-3320	HSP90AA1	Heat shock proteins / HSPC
155	70.62	cp	BRD-K57011718	UK-356618	Metalloproteinase inhibitor
156	70.57	cp	BRD-K52512893	SC-19220	Prostanoid receptor antagonist
157	70.23	kd	CGS001-8891	EIF2B3	-
158	70.15	kd	CGS001-4724	NDUFS4	Mitochondrial respiratory chain complex / Complex I
159	70.01	kd	CGS001-6813	STXBP2	-
160	69.99	kd	CGS001-5111	PCNA	-
161	69.93	kd	CGS001-22944	KIN	-
162	69.76	kd	CGS001-8905	AP1S2	-
163	69.72	kd	CGS001-2355	FOSL2	basic leucine zipper proteins
164	69	kd	CGS001-5605	MAP2K2	MAPKK:STE7 family
165	68.97	kd	CGS001-2184	FAH	-
166	68.75	oe	ccsbBroad304_06654	NPM1	-
167	68.71	cp	BRD-K22096725	ALW-II-49-7	Ephrin inhibitor
168	68.51	oe	ccsbBroad304_01651	TCF7L2	-
169	68.51	oe	ccsbBroad304_02566	MORF4L1	-
170	68.29	cc		EIF Proteins LOF	-
171	68.22	kd	CGS001-55031	USP47	Ubiquitin-specific peptidases
172	67.79	kd	CGS001-3800	KIF5C	Kinesins
173	67.76	kd	CGS001-1493	CTLA4	CD molecules
174	67.08	cp	BRD-K29673530	hypericin	Tyrosine kinase inhibitor
175	66.99	kd	CGS001-6342	SCP2	-
176	66.96	oe	ccsbBroad304_02756	RRP8	-
177	66.86	kd	CGS001-8028	MLLT10	Zinc fingers, PHD-type
178	66.67	cp	BRD-K01292756	pimozide	Dopamine receptor antagonist
179	66.51	oe	ccsbBroad304_00836	IGF2	-
180	66.31	kd	CGS001-23523	CABIN1	-
181	66.14	kd	CGS001-9429	ABCG2	ATP binding cassette transporters / subfamily G
182	65.78	cp	BRD-M41783010	acamprosate	Glutamate receptor antagonist
183	65.57	kd	CGS001-23236	PLCB1	Phosphoinositide-specific phospholipase C
184	65.46	kd	CGS001-51160	VPS28	-
185	65.35	cp	BRD-A62057054	MDL-11939	Serotonin receptor antagonist
186	65.15	kd	CGS001-165140	OXER1	GPCR / Class A : Leukotriene receptors
187	65.15	kd	CGS001-5048	PAFAH1B1	WD repeat domain containing
188	64.9	oe	ccsbBroad304_05876	AZGP1	Immunoglobulin superfamily / C1-set domain containing
189	64.89	cp	BRD-K32536677	AGK-2	SIRT inhibitor
190	64.72	kd	CGS001-7764	ZNF217	Zinc fingers, C2H2-type
191	64.29	oe	ccsbBroad304_01388	RELB	NFkappaB transcription factor family
192	64.13	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
193	64.12	kd	CGS001-9618	TRAF4	RING-type (C3HC4) zinc fingers
194	64.01	oe	ccsbBroad304_00174	BRAF	RAF family
195	63.92	kd	CGS001-79894	ZNF672	Zinc fingers, C2H2-type
196	63.81	cp	BRD-K17008822	BD-1008	Sigma receptor antagonist
197	62.94	kd	CGS001-10096	ACTR3	-
198	62.93	kd	CGS001-4043	LRPAP1	-
199	62.8	kd	CGS001-2523	FUT1	Fucosyltransferases
200	62.67	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
201	62.6	oe	ccsbBroad304_02601	RAB31	RAB, member RAS oncogene
202	62.56	kd	CGS001-4485	MST1	-
203	62.49	kd	CGS001-27197	GPR82	GPCR / Class A : Orphans
204	61.81	kd	CGS001-5805	PTS	-
205	61.54	kd	CGS001-1649	DDIT3	-
206	61.39	oe	ccsbBroad304_03006	OXGR1	GPCR / Class A : Orphans, Oxoglutarate receptor
207	61.29	kd	CGS001-7040	TGFB1	Endogenous ligands
208	61.13	cp	BRD-K64517075	heliomycin	ATP synthase inhibitor
209	61.12	cp	BRD-K89687904	PKCbeta-inhibitor	PKC inhibitor
210	61.06	kd	CGS001-64781	CERK	Ceramide kinase
211	60.81	oe	ccsbBroad304_01923	UXT	-
212	60.8	kd	CGS001-3315	HSPB1	Heat shock proteins / HSPB
213	60.74	kd	CGS001-2731	GLDC	-
214	60.61	cp	BRD-A31800922	procyclidine	Acetylcholine receptor antagonist
215	60.49	kd	CGS001-55722	CEP72	-
216	60.42	kd	CGS001-5775	PTPN4	Protein tyrosine phosphatases
217	60.33	kd	CGS001-51172	NAGPA	-
218	60.29	kd	CGS001-6715	SRD5A1	-
219	60.27	kd	CGS001-89765	RSPH1	-
220	60.21	cp	BRD-K17497770	butein	EGFR inhibitor
221	60.13	kd	CGS001-9120	SLC16A6	SLC16 family of monocarboxylate transporters
222	59.96	kd	CGS001-5728	PTEN	Protein tyrosine phosphatases / Class I Cys-based PTPs : PTENs
223	59.76	kd	CGS001-134391	GPR151	GPCR / Class A : Orphans
224	59.5	kd	CGS001-23658	LSM5	-
225	59.5	oe	ccsbBroad304_00564	FGR	Src family
226	59.49	kd	CGS001-11129	CLASRP	-
227	59.43	kd	CGS001-7508	XPC	-
228	59.36	kd	CGS001-1903	S1PR3	GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate
229	59.27	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
230	58.94	oe	ccsbBroad304_01967	PPAP2A	Lipid phosphate phosphatases
231	58.91	kd	CGS001-128674	PROKR2	GPCR / Class A : Prokineticin receptors
232	58.87	cp	BRD-A09161221	nomilin	HSP inhibitor
233	58.78	cp	BRD-K55420858	mirin	MRE11A exonuclease inhibitor
234	58.65	kd	CGS001-387129	NPSR1	GPCR / Class A : Neuropeptide receptors : S
235	58.64	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
236	58.12	cp	BRD-K61177364	NBI-27914	CRF receptor antagonist
237	57.99	cp	BRD-A34706053	CGP-12177	Adrenergic receptor agonist
238	57.89	kd	CGS001-6347	CCL2	Chemokine ligands
239	57.79	cp	BRD-K48168960	propylthiouracil	Thyroid peroxidase inhibitor
240	57.38	kd	CGS001-5162	PDHB	-
241	57.37	oe	ccsbBroad304_06458	IRF3	-
242	56.99	kd	CGS001-326	AIRE	Zinc fingers, PHD-type
243	56.94	kd	CGS001-390980	ZNF805	Zinc fingers, C2H2-type
244	56.61	cp	BRD-K13571841	pepstatin	Aspartic protease inhibitor
245	56.6	kd	CGS001-51116	MRPS2	Mitochondrial ribosomal proteins / small subunits
246	56.52	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
247	56.4	cp	BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor
248	56.22	oe	ccsbBroad304_03308	YTHDF2	-
249	56.22	kd	CGS001-79961	DENND2D	DENN/MADD domain containing
250	55.96	cp	BRD-K40530731	hyoscyamine	Acetylcholine receptor antagonist
251	55.94	kd	CGS001-6275	S100A4	EF-hand domain containing
252	55.93	kd	CGS001-10099	TSPAN3	Tetraspanins
253	55.77	kd	CGS001-7031	TFF1	-
254	55.76	cp	BRD-A54029483	IRL-2500	Endothelin receptor antagonist
255	55.75	kd	CGS001-8824	CES2	Carboxylesterases
256	55.61	kd	CGS001-9589	WTAP	-
257	55.36	cp	BRD-K70487031	flupentixol	Dopamine receptor antagonist
258	55.22	kd	CGS001-8569	MKNK1	MKN subfamily
259	54.82	oe	ccsbBroad304_00003	ABAT	GABA turnover
260	54.67	kd	CGS001-2289	FKBP5	Tetratricopeptide (TTC) repeat domain containing
261	54.62	kd	CGS001-29998	GLTSCR1	-
262	54.57	cp	BRD-K63915849	AS-604850	PI3K inhibitor
263	54.35	oe	ccsbBroad304_05180	ZNF626	Zinc fingers, C2H2-type
264	54.35	kd	CGS001-8522	GAS7	-
265	54.34	oe	ccsbBroad304_04472	HIST1H2BK	Histones / Replication-dependent
266	54.13	kd	CGS001-2077	ERF	ETS Transcription Factors
267	54.08	oe	ccsbBroad304_01137	P2RY6	GPCR / Class A : Purinergic receptors, P2Y
268	54.08	cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist
269	53.99	kd	CGS001-10401	PIAS3	Zinc fingers, MIZ-type
270	53.87	kd	CGS001-10014	HDAC5	Histone deacetylases
271	53.86	oe	ccsbBroad304_02063	SLC25A14	Mitochondrial uncoupling proteins
272	53.55	oe	ccsbBroad304_01418	RPL7	L ribosomal proteins
273	53.49	kd	CGS001-25803	SPDEF	ETS Transcription Factors
274	53.46	cp	BRD-K29113274	ketoconazole	Sterol demethylase inhibitor
275	53.38	oe	ccsbBroad304_00087	FAS	Tumour necrosis factor (TNF) receptor family
276	53.34	kd	CGS001-10973	ASCC3	-
277	53.21	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
278	53.09	kd	CGS001-664	BNIP3	-
279	53	kd	CGS001-4086	SMAD1	SMADs
280	52.8	kd	CGS001-23240	KIAA0922	-
281	52.67	kd	CGS001-5447	POR	-
282	52.54	kd	CGS001-328	APEX1	-
283	52.51	oe	ccsbBroad304_10157	LHX8	Homeoboxes / LIM class
284	52.22	kd	CGS001-390	RND3	-
285	51.93	kd	CGS001-56033	BARX1	Homeoboxes / ANTP class : NKL subclass
286	51.92	oe	ccsbBroad304_07598	PEMT	-
287	51.88	cp	BRD-K49448285	bisindolylmaleimide	CDK inhibitor
288	51.5	kd	CGS001-3428	IFI16	-
289	51.48	cp	BRD-A35511923	L-803087	Somatostatin receptor agonist
290	51.27	kd	CGS001-92595	ZNF764	Zinc fingers, C2H2-type
291	51.23	kd	CGS001-3298	HSF2	-
292	51.09	kd	CGS001-5971	RELB	NFkappaB transcription factor family
293	51.07	kd	CGS001-2805	GOT1	-
294	51	kd	CGS001-4046	LSP1	-
295	50.72	kd	CGS001-4691	NCL	RNA binding motif (RRM) containing
296	50.69	kd	CGS001-351	APP	Endogenous ligands
297	50.66	kd	CGS001-10691	GMEB1	-
298	50.58	oe	ccsbBroad304_01588	SPP1	Endogenous ligands
299	50.54	cp	BRD-K39120595	bithionol	Autotaxin inhibitor
300	50.28	kd	CGS001-23657	SLC7A11	Solute carriers
301	50.19	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
302	50.07	kd	CGS001-28511	NKIRAS2	-
303	49.9	cp	BRD-K17896185	FIT	Opioid receptor agonist
304	49.65	cp	BRD-A95513702	androsta-1,4-dien-3,17-dione	Aromatase inhibitor
305	49.42	oe	ccsbBroad304_00773	HOXA9	Homeoboxes / ANTP class : HOXL subclass
306	49.31	kd	CGS001-999	CDH1	CD molecules
307	49.19	cp	BRD-K11634954	GBR-13069	Dopamine uptake inhibitor
308	48.84	oe	ccsbBroad304_02956	EHF	-
309	48.81	kd	CGS001-55837	EAPP	-
310	48.72	kd	CGS001-2030	SLC29A1	SLC29 family
311	48.56	kd	CGS001-9181	ARHGEF2	Rho guanine nucleotide exchange factors
312	48.46	oe	ccsbBroad304_02391	BCKDK	Pyruvate dehydrogenase kinase (PDHK) family
313	48.41	cp	BRD-K60923938	veratridine	Sodium channel activator
314	48.17	cp	BRD-A52282606	lacidipine	Calcium channel blocker
315	47.91	cp	BRD-K02283807	GR-32191	Thromboxane receptor antagonist
316	47.89	oe	ccsbBroad304_09657	PHF13	Zinc fingers, PHD-type
317	47.89	kd	CGS001-23067	SETD1B	Histone methyltransferases (HMTs)
318	47.81	cp	BRD-A79465854	auranofin	NFkB pathway inhibitor
319	47.74	kd	CGS001-29959	NRBP1	NRBP family
320	47.69	kd	CGS001-9261	MAPKAPK2	MAPKAPK subfamily
321	47.57	cp	BRD-K00610438	altanserin	Serotonin receptor antagonist
322	47.53	kd	CGS001-4363	ABCC1	ATP binding cassette transporters / subfamily C
323	47.49	kd	CGS001-7371	UCK2	-
324	47.41	kd	CGS001-10379	IRF9	-
325	47.23	oe	ccsbBroad304_00097	ARF6	ADP-ribosylation factors
326	47.15	kd	CGS001-80274	SCUBE1	-
327	47.03	kd	CGS001-9709	HERPUD1	-
328	46.82	kd	CGS001-133690	CAPSL	EF-hand domain containing
329	46.77	kd	CGS001-3556	IL1RAP	Immunoglobulin superfamily / Immunoglobulin-like domain containing
330	46.76	oe	ccsbBroad304_03097	CNOT7	-
331	46.69	oe	ccsbBroad304_00561	FGFR1	Type V RTKs: FGF (fibroblast growth factor) receptor family
332	46.62	cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist
333	46.32	kd	CGS001-339327	ZNF546	Zinc fingers, C2H2-type
334	46.24	oe	ccsbBroad304_06138	EDNRB	Endothelin receptors
335	46.09	kd	CGS001-9019	MPZL1	Immunoglobulin superfamily / V-set domain containing
336	45.92	kd	CGS001-85366	MYLK2	Myosin Light Chain Kinase (MLCK) family
337	45.82	kd	CGS001-54407	SLC38A2	System A-like transporters
338	45.69	kd	CGS001-55631	LRRC40	-
339	45.62	kd	CGS001-3978	LIG1	-
340	45.59	kd	CGS001-2952	GSTT1	Glutathione S-transferases / Soluble
341	45.54	cp	BRD-A01787639	naftopidil	Adrenergic receptor antagonist
342	45.4	kd	CGS001-2542	SLC37A4	SLC37 family of phosphosugar/phosphate exchangers
343	45.23	kd	CGS001-3672	ITGA1	Integrins
344	45.09	kd	CGS001-3895	KTN1	-
345	45.04	cp	BRD-K81783531	VX-222	HCV inhibitor
346	44.93	oe	ccsbBroad304_00774	HOXA10	Homeoboxes / ANTP class : HOXL subclass
347	44.9	kd	CGS001-117581	TWIST2	Basic helix-loop-helix proteins
348	44.52	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
349	44.16	oe	ccsbBroad304_02154	COX5A	Mitochondrial respiratory chain complex
350	44.14	cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor
351	43.95	cc		BCL inhibitor	-
352	43.94	kd	CGS001-84759	PCGF1	Polycomb group ring fingers
353	43.84	kd	CGS001-1677	DFFB	-
354	43.8	kd	CGS001-10320	IKZF1	IKAROS zinc fingers
355	43.62	kd	CGS001-5518	PPP2R1A	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
356	43.61	oe	ccsbBroad304_05756	ACAA1	-
357	43.59	cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor
358	43.57	cp	BRD-K32828673	chelidonine	Tubulin inhibitor
359	43.48	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
360	43.42	kd	CGS001-3659	IRF1	-
361	43.31	cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor
362	43.29	kd	CGS001-7483	WNT9A	Wingless-type MMTV integration sites
363	43.28	oe	ccsbBroad304_06087	DDB2	WD repeat domain containing
364	43.05	oe	ccsbBroad304_02298	DNM1L	-
365	42.89	cc		Poly ADP ribose polymerases LOF	-
366	42.88	kd	CGS001-10493	VAT1	-
367	42.83	oe	ccsbBroad304_06438	IL2RB	IL-2 receptor family
368	42.46	kd	CGS001-9322	TRIP10	-
369	42.14	kd	CGS001-26227	PHGDH	-
370	42.1	kd	CGS001-11108	PRDM4	Zinc fingers, C2H2-type
371	42.07	cp	BRD-K47717570	NBQX	Glutamate receptor antagonist
372	42.06	cp	BRD-K53959060	indirubin	CDK inhibitor
373	41.83	cp	BRD-K99451608	lopinavir	HIV protease inhibitor
374	41.68	kd	CGS001-9212	AURKB	Aurora kinase
375	41.65	oe	ccsbBroad304_07727	LIAS	-
376	41.51	cp	BRD-A25687296	emetine	Protein synthesis inhibitor
377	41.49	kd	CGS001-3608	ILF2	-
378	41.48	cp	BRD-K07996107	harpagoside	Acetylcholinesterase inhibitor
379	41.36	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
380	41.26	kd	CGS001-7866	IFRD2	-
381	41.24	cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
382	41.22	cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor
383	41.16	cp	BRD-K36395411	SB-206553	Serotonin receptor antagonist
384	41.14	kd	CGS001-8829	NRP1	CD molecules
385	41.09	cp	BRD-K61401890	deguelin	NADH-ubiquinone oxidoreductase (Complex I) inhibitor
386	41.06	cp	BRD-K01815685	indole	aryl hydrocarbon receptor agonist
387	41.06	kd	CGS001-6605	SMARCE1	-
388	41.02	cp	BRD-K06198550	isorotenone	Mitochondrial complex I inhibitor
389	40.99	oe	ccsbBroad304_05547	TMEM110	-
390	40.79	cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler
391	40.74	kd	CGS001-140735	DYNLL2	Cytoplasmic dyneins
392	40.65	cp	BRD-K13087974	4,5-dianilinophthalimide	EGFR inhibitor
393	40.64	kd	CGS001-10444	ZER1	ZYG11 cell cycle regulator family
394	40.54	oe	ccsbBroad304_03510	FKBP14	EF-hand domain containing
395	40.5	cp	BRD-A43331270	niguldipine	Calcium channel blocker
396	40.43	cp	BRD-K80431395	triciribine	AKT inhibitor
397	40.2	kd	CGS001-2002	ELK1	ETS Transcription Factors
398	40.11	kd	CGS001-23097	CDK19	Cyclin-dependent kinases, CDK8 subfamily
399	40.05	cp	BRD-K25079130	avrainvillamide-analog-4	nucleophosmin inhibitor
400	39.93	kd	CGS001-9587	MAD2L1BP	-
401	39.86	oe	ccsbBroad304_07688	FAM114A2	-
402	39.72	kd	CGS001-11116	FGFR1OP	-
403	39.68	kd	CGS001-2842	GPR19	GPCR / Class A : Orphans
404	39.63	kd	CGS001-64786	TBC1D15	-
405	39.41	kd	CGS001-115	ADCY9	Adenylyl cyclases
406	39.37	kd	CGS001-7353	UFD1L	-
407	39.32	cp	BRD-K37312348	kenpaullone	CDK inhibitor
408	39.26	cp	BRD-K52020312	metronidazole	DNA inhibitor
